Rk,Player,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,school,player_link,player_id,season
4,Craig Hentrich,11,0,1,0,0,0,0,0,0,0,notre-dame,/cfb/players/craig-hentrich-1,craig-hentrich-1,1992
1,Kevin McDougal,11,98,159,61.6,1541,9.7,9.2,7,5,151.3,notre-dame,/cfb/players/kevin-mcdougal-1,kevin-mcdougal-1,1993
2,Paul Failla,11,19,25,76,281,11.2,13.6,3,0,210,notre-dame,/cfb/players/paul-failla-1,paul-failla-1,1993
3,Ray Zellars,11,1,1,100,35,35,35,0,0,394,notre-dame,/cfb/players/ray-zellars-1,ray-zellars-1,1993
1,Ron Powlus,11,119,222,53.6,1729,7.8,7.7,19,9,139.2,notre-dame,/cfb/players/ron-powlus-1,ron-powlus-1,1994
2,Tom Krug,11,7,16,43.8,98,6.1,4.6,1,1,103.3,notre-dame,/cfb/players/tom-krug-1,tom-krug-1,1994
3,Gus Ornstein,11,2,5,40,21,4.2,-0.8,1,1,101.3,notre-dame,/cfb/players/gus-ornstein-1,gus-ornstein-1,1994
4,Leon Blunt,11,1,1,100,10,10,10,0,0,184,notre-dame,/cfb/players/leon-blunt-1,leon-blunt-1,1994
1,Ron Powlus,10,124,217,57.1,1853,8.5,8.2,12,7,140.7,notre-dame,/cfb/players/ron-powlus-1,ron-powlus-1,1995
2,Tom Krug,5,13,21,61.9,186,8.9,8.6,2,1,158.2,notre-dame,/cfb/players/tom-krug-1,tom-krug-1,1995
3,Mike Perona,11,1,1,100,8,8,8,0,0,167.2,notre-dame,/cfb/players/mike-perona-1,mike-perona-1,1995
1,Ron Powlus,11,133,232,57.3,1942,8.4,8.6,12,4,141.3,notre-dame,/cfb/players/ron-powlus-1,ron-powlus-1,1996
2,Jarious Jackson,6,10,15,66.7,181,12.1,16.1,3,0,234,notre-dame,/cfb/players/jarious-jackson-1,jarious-jackson-1,1996
3,Hunter Smith,11,2,3,66.7,8,2.7,2.7,0,0,89.1,notre-dame,/cfb/players/hunter-smith-1,hunter-smith-1,1996
1,Ron Powlus,12,182,298,61.1,2078,7,6.5,9,7,124.9,notre-dame,/cfb/players/ron-powlus-1,ron-powlus-1,1997
2,Jarious Jackson,7,8,17,47.1,146,8.6,7.1,1,1,126.8,notre-dame,/cfb/players/jarious-jackson-1,jarious-jackson-1,1997
3,Hunter Smith,12,0,2,0,0,0,0,0,0,0,notre-dame,/cfb/players/hunter-smith-1,hunter-smith-1,1997
1,Jarious Jackson,11,104,188,55.3,1740,9.3,9.2,13,6,149.5,notre-dame,/cfb/players/jarious-jackson-1,jarious-jackson-1,1998
2,Arnaz Battle,11,8,20,40,134,6.7,2.2,0,2,76.3,notre-dame,/cfb/players/arnaz-battle-1,arnaz-battle-1,1998
3,Eric Chappell,11,0,4,0,0,0,-22.5,0,2,-100,notre-dame,/cfb/players/eric-chappell-1,eric-chappell-1,1998
4,Autry Denson,11,0,1,0,0,0,-45,0,1,-200,notre-dame,/cfb/players/autry-denson-1,autry-denson-1,1998
5,Hunter Smith,11,1,1,100,-5,-5,-5,0,0,58,notre-dame,/cfb/players/hunter-smith-1,hunter-smith-1,1998
1,Jarious Jackson,12,184,316,58.2,2753,8.7,7.8,17,14,140.3,notre-dame,/cfb/players/jarious-jackson-1,jarious-jackson-1,1999
2,Arnaz Battle,7,7,15,46.7,84,5.6,2.6,0,1,80.4,notre-dame,/cfb/players/arnaz-battle-1,arnaz-battle-1,1999
3,David Givens,12,1,1,100,21,21,41,1,0,606.4,notre-dame,/cfb/players/david-givens-1,david-givens-1,1999
1,Matt LoVecchio,8,73,125,58.4,980,7.8,9.2,11,1,151.7,notre-dame,/cfb/players/matt-lovecchio-2,matt-lovecchio-2,2000
2,Gary Godsey,5,19,41,46.3,224,5.5,4.2,2,2,98.6,notre-dame,/cfb/players/gary-godsey-1,gary-godsey-1,2000
3,Arnaz Battle,2,13,31,41.9,173,5.6,5.4,2,1,103.7,notre-dame,/cfb/players/arnaz-battle-1,arnaz-battle-1,2000
4,David Givens,11,1,2,50,52,26,26,0,0,268.4,notre-dame,/cfb/players/david-givens-1,david-givens-1,2000
5,Nicholas Setta,11,1,1,100,25,25,45,1,0,640,notre-dame,/cfb/players/nicholas-setta-1,nicholas-setta-1,2000
6,Nick Setta,11,1,1,100,25,25,45,1,0,640,notre-dame,/cfb/players/nick-setta-1,nick-setta-1,2000
1,Carlyle Holiday,11,73,144,50.7,784,5.4,3.7,3,7,93.6,notre-dame,/cfb/players/carlyle-holiday-1,carlyle-holiday-1,2001
2,Matt LoVecchio,7,34,69,49.3,287,4.2,1.8,1,4,77.4,notre-dame,/cfb/players/matt-lovecchio-2,matt-lovecchio-2,2001
3,David Givens,10,1,2,50,29,14.5,14.5,0,0,171.8,notre-dame,/cfb/players/david-givens-1,david-givens-1,2001
4,Arnaz Battle,7,1,1,100,17,17,17,0,0,242.8,notre-dame,/cfb/players/arnaz-battle-1,arnaz-battle-1,2001
5,Jared Clark,2,0,1,0,0,0,0,0,0,0,notre-dame,/cfb/players/jared-clark-1,jared-clark-1,2001
1,Carlyle Holiday,12,129,257,50.2,1788,7,6.9,10,5,117.6,notre-dame,/cfb/players/carlyle-holiday-1,carlyle-holiday-1,2002
2,Pat Dillingham,7,41,81,50.6,434,5.4,1.7,1,7,82.4,notre-dame,/cfb/players/pat-dillingham-1,pat-dillingham-1,2002
3,Arnaz Battle,13,1,2,50,30,15,-7.5,0,1,76,notre-dame,/cfb/players/arnaz-battle-1,arnaz-battle-1,2002
4,Joey Hildbold,13,1,1,100,12,12,12,0,0,200.8,notre-dame,/cfb/players/joey-hildbold-1,joey-hildbold-1,2002
1,Brady Quinn,12,157,332,47.3,1831,5.5,4,9,15,93.5,notre-dame,/cfb/players/brady-quinn-1,brady-quinn-1,2003
2,Carlyle Holiday,11,37,75,49.3,304,4.1,1.9,1,4,77.1,notre-dame,/cfb/players/carlyle-holiday-1,carlyle-holiday-1,2003
3,D.J. Fitzpatrick,11,1,1,100,14,14,14,0,0,217.6,notre-dame,/cfb/players/dj-fitzpatrick-1,dj-fitzpatrick-1,2003
1,Brady Quinn,12,191,353,54.1,2586,7.3,7,17,10,125.9,notre-dame,/cfb/players/brady-quinn-1,brady-quinn-1,2004
2,Pat Dillingham,5,4,6,66.7,31,5.2,5.2,0,0,110.1,notre-dame,/cfb/players/pat-dillingham-1,pat-dillingham-1,2004
3,Carlyle Holiday,12,0,1,0,0,0,0,0,0,0,notre-dame,/cfb/players/carlyle-holiday-1,carlyle-holiday-1,2004
4,Justin Hoskins,6,0,1,0,0,0,0,0,0,0,notre-dame,/cfb/players/justin-hoskins-1,justin-hoskins-1,2004
5,Marcus Wilson,12,0,1,0,0,0,0,0,0,0,notre-dame,/cfb/players/marcus-wilson-2,marcus-wilson-2,2004
1,Brady Quinn,12,292,450,64.9,3919,8.7,9.4,32,7,158.4,notre-dame,/cfb/players/brady-quinn-1,brady-quinn-1,2005
2,David Wolke,6,1,3,33.3,28,9.3,-5.7,0,1,45.1,notre-dame,/cfb/players/david-wolke-1,david-wolke-1,2005
3,Marty Mooney,2,1,1,100,16,16,16,0,0,234.4,notre-dame,/cfb/players/marty-mooney-1,marty-mooney-1,2005
1,Brady Quinn,13,289,467,61.9,3426,7.3,8.2,37,7,146.7,notre-dame,/cfb/players/brady-quinn-1,brady-quinn-1,2006
2,Evan Sharpley,8,1,2,50,7,3.5,3.5,0,0,79.4,notre-dame,/cfb/players/evan-sharpley-1,evan-sharpley-1,2006
3,Jeff Samardzija,13,0,2,0,0,0,0,0,0,0,notre-dame,/cfb/players/jeff-samardzija-1,jeff-samardzija-1,2006
1,Jimmy Clausen,10,138,245,56.3,1254,5.1,4.6,7,6,103.9,notre-dame,/cfb/players/jimmy-clausen-1,jimmy-clausen-1,2007
2,Evan Sharpley,8,77,140,55,736,5.3,5,5,3,106.7,notre-dame,/cfb/players/evan-sharpley-1,evan-sharpley-1,2007
3,Demetrius Jones,1,1,3,33.3,4,1.3,1.3,0,0,44.5,notre-dame,/cfb/players/demetrius-jones-1,demetrius-jones-1,2007
4,Armando Allen,12,1,1,100,10,10,10,0,0,184,notre-dame,/cfb/players/armando-allen-1,armando-allen-1,2007
1,Jimmy Clausen,13,268,440,60.9,3172,7.2,6.6,25,17,132.5,notre-dame,/cfb/players/jimmy-clausen-1,jimmy-clausen-1,2008
2,Evan Sharpley,3,3,5,60,18,3.6,3.6,0,0,90.2,notre-dame,/cfb/players/evan-sharpley-1,evan-sharpley-1,2008
1,Jimmy Clausen,12,289,425,68,3722,8.8,9.7,28,4,161.4,notre-dame,/cfb/players/jimmy-clausen-1,jimmy-clausen-1,2009
2,Dayne Crist,4,10,20,50,130,6.5,5.3,1,1,111.1,notre-dame,/cfb/players/dayne-crist-1,dayne-crist-1,2009
3,Eric Maust,10,1,1,100,25,25,25,0,0,310,notre-dame,/cfb/players/eric-maust-1,eric-maust-1,2009
4,Armando Allen,9,1,1,100,5,5,25,1,0,472,notre-dame,/cfb/players/armando-allen-1,armando-allen-1,2009
1,Dayne Crist,9,174,294,59.2,2033,6.9,6.9,15,7,129.3,notre-dame,/cfb/players/dayne-crist-1,dayne-crist-1,2010
2,Tommy Rees,9,100,164,61,1106,6.7,6,12,8,132,notre-dame,/cfb/players/tommy-rees-1,tommy-rees-1,2010
3,Nate Montana,3,9,18,50,116,6.4,3.9,0,1,93,notre-dame,/cfb/players/nate-montana-1,nate-montana-1,2010
4,John Goodman,13,1,2,50,32,16,26,1,0,349.4,notre-dame,/cfb/players/john-goodman-1,john-goodman-1,2010
5,Armando Allen,8,1,1,100,3,3,3,0,0,125.2,notre-dame,/cfb/players/armando-allen-1,armando-allen-1,2010
1,Tommy Rees,13,269,411,65.5,2871,7,6.4,20,14,133.4,notre-dame,/cfb/players/tommy-rees-1,tommy-rees-1,2011
2,Andrew Hendrix,5,18,37,48.6,249,6.7,4.8,1,2,103.3,notre-dame,/cfb/players/andrew-hendrix-1,andrew-hendrix-1,2011
3,Dayne Crist,4,15,24,62.5,164,6.8,5,0,1,111.6,notre-dame,/cfb/players/dayne-crist-1,dayne-crist-1,2011
4,John Goodman,13,0,1,0,0,0,0,0,0,0,notre-dame,/cfb/players/john-goodman-1,john-goodman-1,2011
1,Everett Golson,12,187,318,58.8,2405,7.6,7.5,12,6,131,notre-dame,/cfb/players/everett-golson-1,everett-golson-1,2012
2,Tommy Rees,12,34,59,57.6,436,7.4,6.5,2,2,124.1,notre-dame,/cfb/players/tommy-rees-1,tommy-rees-1,2012
3,Andrew Hendrix,3,5,7,71.4,55,7.9,7.9,0,0,137.4,notre-dame,/cfb/players/andrew-hendrix-1,andrew-hendrix-1,2012
4,John Goodman,10,0,1,0,0,0,0,0,0,0,notre-dame,/cfb/players/john-goodman-1,john-goodman-1,2012
1,Tommy Rees,13,224,414,54.1,3257,7.9,7.8,27,13,135.4,notre-dame,/cfb/players/tommy-rees-1,tommy-rees-1,2013
2,Andrew Hendrix,6,2,14,14.3,56,4,4,0,0,47.9,notre-dame,/cfb/players/andrew-hendrix-1,andrew-hendrix-1,2013
1,Everett Golson,13,256,427,60,3445,8.1,8,29,14,143.6,notre-dame,/cfb/players/everett-golson-1,everett-golson-1,2014
2,Malik Zaire,5,21,35,60,266,7.6,8.2,1,0,133.3,notre-dame,/cfb/players/malik-zaire-1,malik-zaire-1,2014
1,DeShone Kizer,13,210,334,62.9,2880,8.6,8.5,21,10,150.1,notre-dame,/cfb/players/deshone-kizer-1,deshone-kizer-1,2015
2,Malik Zaire,2,26,40,65,428,10.7,12.7,4,0,187.9,notre-dame,/cfb/players/malik-zaire-1,malik-zaire-1,2015
3,Brandon Wimbush,2,3,5,60,17,3.4,3.4,0,0,88.6,notre-dame,/cfb/players/brandon-wimbush-1,brandon-wimbush-1,2015
4,Torii Hunter Jr,13,1,3,33.3,35,11.7,11.7,0,0,131.3,notre-dame,/cfb/players/torii-hunter-jr-1,torii-hunter-jr-1,2015
1,DeShone Kizer,12,212,361,58.7,2925,8.1,8.4,26,9,145.6,notre-dame,/cfb/players/deshone-kizer-1,deshone-kizer-1,2016
2,Malik Zaire,8,11,23,47.8,122,5.3,6.2,1,0,106.7,notre-dame,/cfb/players/malik-zaire-1,malik-zaire-1,2016
3,Chris Finke,10,1,2,50,4,2,2,0,0,66.8,notre-dame,/cfb/players/chris-finke-1,chris-finke-1,2016
4,Torii Hunter Jr,8,0,1,0,0,0,0,0,0,0,notre-dame,/cfb/players/torii-hunter-jr-1,torii-hunter-jr-1,2016
1,Brandon Wimbush,12,136,275,49.5,1870,6.8,7,16,6,121.4,notre-dame,/cfb/players/brandon-wimbush-1,brandon-wimbush-1,2017
2,Ian Book,10,46,75,61.3,456,6.1,4.7,4,4,119.3,notre-dame,/cfb/players/ian-book-1,ian-book-1,2017
3,Cole Kmet,4,0,1,0,0,0,0,0,0,0,notre-dame,/cfb/players/cole-kmet-1,cole-kmet-1,2017
1,Ian Book,10,214,314,68.2,2628,8.4,8.6,19,7,154,notre-dame,/cfb/players/ian-book-1,ian-book-1,2018
2,Brandon Wimbush,6,54,102,52.9,719,7,5.2,4,6,113.3,notre-dame,/cfb/players/brandon-wimbush-1,brandon-wimbush-1,2018
3,Phil Jurkovec,2,0,2,0,0,0,0,0,0,0,notre-dame,/cfb/players/phil-jurkovec-1,phil-jurkovec-1,2018
1,Ian Book,13,240,399,60.2,3034,7.6,8.6,34,6,149.1,notre-dame,/cfb/players/ian-book-1,ian-book-1,2019
2,Phil Jurkovec,6,12,16,75,222,13.9,16.4,2,0,232.8,notre-dame,/cfb/players/phil-jurkovec-1,phil-jurkovec-1,2019
3,Brendon Clark,2,1,1,100,22,22,42,1,0,614.8,notre-dame,/cfb/players/brendon-clark-1,brendon-clark-1,2019
1,Ian Book,12,228,353,64.6,2830,8,8.5,15,3,144.3,notre-dame,/cfb/players/ian-book-1,ian-book-1,2020
2,Drew Pyne,2,2,3,66.7,12,4,4,0,0,100.3,notre-dame,/cfb/players/drew-pyne-1,drew-pyne-1,2020
3,Brendon Clark,1,1,3,33.3,7,2.3,2.3,0,0,52.9,notre-dame,/cfb/players/brendon-clark-1,brendon-clark-1,2020
1,Jack Coan,13,253,386,65.5,3150,8.2,8.6,25,7,151.8,notre-dame,/cfb/players/jack-coan-1,jack-coan-1,2021
2,Tyler Buchner,10,21,35,60,298,8.5,6.4,3,3,142.7,notre-dame,/cfb/players/tyler-buchner-1,tyler-buchner-1,2021
3,Drew Pyne,2,15,30,50,224,7.5,8.8,2,0,134.7,notre-dame,/cfb/players/drew-pyne-1,drew-pyne-1,2021
1,Drew Pyne,11,164,254,64.6,2021,8,8.6,22,6,155.3,notre-dame,/cfb/players/drew-pyne-1,drew-pyne-1,2022
2,Tyler Buchner,2,28,50,56,378,7.6,5.8,0,2,111.5,notre-dame,/cfb/players/tyler-buchner-1,tyler-buchner-1,2022
1,Bob Babbitt,10,57,113,50.4,1010,8.9,7.7,9,7,139.4,ohio,/cfb/players/bob-babbitt-1,bob-babbitt-1,1962
2,Roger Merb,10,8,23,34.8,105,4.6,5.4,1,0,87.5,ohio,/cfb/players/roger-merb-1,roger-merb-1,1962
3,Jim Albert,10,2,2,100,19,9.5,9.5,0,0,179.8,ohio,/cfb/players/jim-albert-1,jim-albert-1,1962
1,Wes Danyo,10,42,108,38.9,635,5.9,2.9,2,8,79.6,ohio,/cfb/players/wes-danyo-1,wes-danyo-1,1963
2,Larry Bainter,10,2,12,16.7,19,1.6,-2.2,0,1,13.3,ohio,/cfb/players/larry-bainter-1,larry-bainter-1,1963
3,Don Cole,10,0,2,0,0,0,0,0,0,0,ohio,/cfb/players/don-cole-1,don-cole-1,1963
4,Ron Curtis,10,1,1,100,7,7,7,0,0,158.8,ohio,/cfb/players/ron-curtis-1,ron-curtis-1,1963
5,Jim Albert,10,0,1,0,0,0,-45,0,1,-200,ohio,/cfb/players/jim-albert-1,jim-albert-1,1963
1,Larry Bainter,NA,30,79,38,443,5.6,4.4,2,3,85.8,ohio,/cfb/players/larry-bainter-1,larry-bainter-1,1964
2,Wes Danyo,NA,15,45,33.3,148,3.3,-1.7,0,5,38.7,ohio,/cfb/players/wes-danyo-1,wes-danyo-1,1964
3,Macarthur Wagner,NA,3,6,50,35,5.8,-1.7,0,1,65.7,ohio,/cfb/players/macarthur-wagner-1,macarthur-wagner-1,1964
4,Jerry France,NA,1,3,33.3,3,1,7.7,1,0,151.7,ohio,/cfb/players/jerry-france-1,jerry-france-1,1964
5,Don Cole,NA,0,1,0,0,0,0,0,0,0,ohio,/cfb/players/don-cole-1,don-cole-1,1964
1,Wes Danyo,10,26,78,33.3,297,3.8,0,1,7,51.6,ohio,/cfb/players/wes-danyo-1,wes-danyo-1,1965
2,Sam Fornsaglio,10,26,51,51,305,6,3.3,0,3,89.5,ohio,/cfb/players/sam-fornsaglio-2,sam-fornsaglio-2,1965
3,Bob Brown,10,11,24,45.8,174,7.3,4.3,1,2,103.8,ohio,/cfb/players/bob-brown-4,bob-brown-4,1965
4,John Edwards,10,3,24,12.5,33,1.4,-1.5,1,2,21.1,ohio,/cfb/players/john-edwards-2,john-edwards-2,1965
5,Jerry France,10,2,5,40,25,5,-13,0,2,2,ohio,/cfb/players/jerry-france-1,jerry-france-1,1965
6,Sam Bogan,10,2,2,100,18,9,9,0,0,175.6,ohio,/cfb/players/sam-bogan-1,sam-bogan-1,1965
1,Ron DeLucca,10,44,111,39.6,655,5.9,4.4,5,6,93.3,ohio,/cfb/players/ron-delucca-1,ron-delucca-1,1966
2,Sam Fornsaglio,10,11,24,45.8,122,5.1,-4.3,0,5,46.9,ohio,/cfb/players/sam-fornsaglio-2,sam-fornsaglio-2,1966
3,Bob Brown,10,5,8,62.5,67,8.4,10.9,1,0,174.1,ohio,/cfb/players/bob-brown-4,bob-brown-4,1966
1,Cleve Bryant,10,68,180,37.8,1157,6.4,3.7,9,15,91.6,ohio,/cfb/players/cleve-bryant-1,cleve-bryant-1,1967
2,Dave LeVeck,10,0,1,0,0,0,0,0,0,0,ohio,/cfb/players/dave-leveck-1,dave-leveck-1,1967
3,Dick Conley,10,0,1,0,0,0,0,0,0,0,ohio,/cfb/players/dick-conley-1,dick-conley-1,1967
1,Cleve Bryant,10,98,200,49,1524,7.6,7.9,14,5,131.1,ohio,/cfb/players/cleve-bryant-1,cleve-bryant-1,1968
2,Steve Skiver,10,8,17,47.1,95,5.6,5.6,0,0,94,ohio,/cfb/players/steve-skiver-1,steve-skiver-1,1968
3,Ken Kensinger,10,3,4,75,43,10.8,10.8,0,0,165.3,ohio,/cfb/players/ken-kensinger-1,ken-kensinger-1,1968
1,Cleve Bryant,10,60,127,47.2,733,5.8,4.4,7,7,102.9,ohio,/cfb/players/cleve-bryant-1,cleve-bryant-1,1969
2,Steve Skiver,10,47,109,43.1,749,6.9,4.3,2,7,94.1,ohio,/cfb/players/steve-skiver-1,steve-skiver-1,1969
3,Harvey Mitchell,10,0,2,0,0,0,0,0,0,0,ohio,/cfb/players/harvey-mitchell-1,harvey-mitchell-1,1969
4,Dave LeVeck,10,0,1,0,0,0,0,0,0,0,ohio,/cfb/players/dave-leveck-1,dave-leveck-1,1969
1,Steve Skiver,9,107,229,46.7,1417,6.2,2.6,8,22,91,ohio,/cfb/players/steve-skiver-1,steve-skiver-1,1970
2,Greg Deyton,9,1,4,25,8,2,2,0,0,41.8,ohio,/cfb/players/greg-deyton-1,greg-deyton-1,1970
1,Dave Juenger,10,79,163,48.5,922,5.7,5,8,6,104.8,ohio,/cfb/players/dave-juenger-1,dave-juenger-1,1971
2,Greg Deyton,9,11,30,36.7,137,4.6,1.4,2,3,77,ohio,/cfb/players/greg-deyton-1,greg-deyton-1,1971
1,Richard Bevly,11,56,132,42.4,865,6.6,4.5,9,10,104.8,ohio,/cfb/players/richard-bevly-1,richard-bevly-1,1972
2,Dave Juenger,11,19,44,43.2,285,6.5,6.9,1,0,105.1,ohio,/cfb/players/dave-juenger-1,dave-juenger-1,1972
3,Greg Deyton,11,14,41,34.1,214,5.2,2.4,1,3,71.4,ohio,/cfb/players/greg-deyton-1,greg-deyton-1,1972
4,L.C. Lyons,11,2,3,66.7,16,5.3,5.3,0,0,111.5,ohio,/cfb/players/lc-lyons-1,lc-lyons-1,1972
5,Tim Worner,11,1,1,100,25,25,25,0,0,310,ohio,/cfb/players/tim-worner-1,tim-worner-1,1972
6,Larry Hummer,11,0,1,0,0,0,0,0,0,0,ohio,/cfb/players/larry-hummer-1,larry-hummer-1,1972
1,Richard Bevly,10,62,147,42.2,1007,6.9,5.5,6,7,103.7,ohio,/cfb/players/richard-bevly-1,richard-bevly-1,1973
2,L.C. Lyons,10,0,1,0,0,0,0,0,0,0,ohio,/cfb/players/lc-lyons-1,lc-lyons-1,1973
1,Richard Bevly,11,71,173,41,1001,5.8,4.8,5,6,92.2,ohio,/cfb/players/richard-bevly-1,richard-bevly-1,1974
2,Greg Brooks,11,5,10,50,84,8.4,5.9,1,1,133.6,ohio,/cfb/players/greg-brooks-3,greg-brooks-3,1974
3,L.C. Lyons,11,0,3,0,0,0,0,0,0,0,ohio,/cfb/players/lc-lyons-1,lc-lyons-1,1974
4,Andy Vetter,11,2,2,100,46,23,33,1,0,458.2,ohio,/cfb/players/andy-vetter-1,andy-vetter-1,1974
5,Dave Houseton,11,0,2,0,0,0,0,0,0,0,ohio,/cfb/players/dave-houseton-1,dave-houseton-1,1974
6,Steve Moss,11,0,2,0,0,0,0,0,0,0,ohio,/cfb/players/steve-moss-1,steve-moss-1,1974
1,Rich Lilienthal,11,87,198,43.9,1045,5.3,3.6,4,9,85.8,ohio,/cfb/players/rich-lilienthal-1,rich-lilienthal-1,1975
2,Andy Vetter,11,8,15,53.3,110,7.3,4,2,2,132.3,ohio,/cfb/players/andy-vetter-1,andy-vetter-1,1975
1,Andy Vetter,11,71,135,52.6,877,6.5,4.2,7,10,109.5,ohio,/cfb/players/andy-vetter-1,andy-vetter-1,1976
2,Steve Moss,11,9,24,37.5,101,4.2,0.5,0,2,56.2,ohio,/cfb/players/steve-moss-1,steve-moss-1,1976
3,Greg Brooks,11,4,6,66.7,38,6.3,6.3,0,0,119.9,ohio,/cfb/players/greg-brooks-3,greg-brooks-3,1976
4,Arnold Welcher,11,0,2,0,0,0,-22.5,0,1,-100,ohio,/cfb/players/arnold-welcher-1,arnold-welcher-1,1976
1,Andy Vetter,11,116,202,57.4,1548,7.7,5.8,10,13,125.3,ohio,/cfb/players/andy-vetter-1,andy-vetter-1,1977
2,Steve Moss,11,29,59,49.2,408,6.9,7.5,4,1,126.2,ohio,/cfb/players/steve-moss-1,steve-moss-1,1977
3,Mike Scimeca,11,10,14,71.4,89,6.4,6.4,0,0,124.8,ohio,/cfb/players/mike-scimeca-1,mike-scimeca-1,1977
4,Arnold Welcher,11,0,1,0,0,0,0,0,0,0,ohio,/cfb/players/arnold-welcher-1,arnold-welcher-1,1977
1,Mike Scimeca,11,40,93,43,483,5.2,1.3,2,9,74.4,ohio,/cfb/players/mike-scimeca-1,mike-scimeca-1,1978
2,Nigel Turpin,11,33,73,45.2,410,5.6,4,1,3,88.7,ohio,/cfb/players/nigel-turpin-1,nigel-turpin-1,1978
3,Sammy Shon,11,13,30,43.3,183,6.1,0.8,1,4,78.9,ohio,/cfb/players/sammy-shon-1,sammy-shon-1,1978
1,Sammy Shon,11,133,220,60.5,1336,6.1,4.2,4,11,107.5,ohio,/cfb/players/sammy-shon-1,sammy-shon-1,1979
2,Mike Scimeca,11,5,11,45.5,39,3.5,3.5,0,0,75.2,ohio,/cfb/players/mike-scimeca-1,mike-scimeca-1,1979
3,Donny Harrison,11,5,8,62.5,60,7.5,7.5,0,0,125.5,ohio,/cfb/players/donny-harrison-1,donny-harrison-1,1979
4,Todd Yoho,11,2,2,100,40,20,20,0,0,268,ohio,/cfb/players/todd-yoho-1,todd-yoho-1,1979
5,Randy Hochberg,11,2,2,100,22,11,11,0,0,192.4,ohio,/cfb/players/randy-hochberg-1,randy-hochberg-1,1979
1,Sammy Shon,11,131,235,55.7,1527,6.5,4.2,5,14,105.4,ohio,/cfb/players/sammy-shon-1,sammy-shon-1,1980
2,Donny Harrison,11,11,27,40.7,154,5.7,3.1,1,2,86.1,ohio,/cfb/players/donny-harrison-1,donny-harrison-1,1980
1,Sammy Shon,11,175,320,54.7,2366,7.4,5.9,14,17,120.6,ohio,/cfb/players/sammy-shon-1,sammy-shon-1,1981
2,John Beck,11,2,5,40,20,4,4,0,0,73.6,ohio,/cfb/players/john-beck-2,john-beck-2,1981
3,Mike Roback,2,1,5,20,6,1.2,1.2,0,0,30.1,ohio,/cfb/players/mike-roback-1,mike-roback-1,1981
4,Donny Harrison,11,1,1,100,25,25,25,0,0,310,ohio,/cfb/players/donny-harrison-1,donny-harrison-1,1981
5,David Board,1,0,1,0,0,0,0,0,0,0,ohio,/cfb/players/david-board-1,david-board-1,1981
1,Donny Harrison,11,114,198,57.6,1308,6.6,5.5,7,8,116.7,ohio,/cfb/players/donny-harrison-1,donny-harrison-1,1982
2,Dennis Swearingen,9,18,34,52.9,208,6.1,2.1,0,3,86.7,ohio,/cfb/players/dennis-swearingen-1,dennis-swearingen-1,1982
3,Dan McKenna,10,0,1,0,0,0,-45,0,1,-200,ohio,/cfb/players/dan-mckenna-1,dan-mckenna-1,1982
4,John Beck,3,0,1,0,0,0,0,0,0,0,ohio,/cfb/players/john-beck-2,john-beck-2,1982
5,Mike Roback,11,0,1,0,0,0,0,0,0,0,ohio,/cfb/players/mike-roback-1,mike-roback-1,1982
1,Donny Harrison,11,203,357,56.9,2309,6.5,5,10,16,111.5,ohio,/cfb/players/donny-harrison-1,donny-harrison-1,1983
2,Bruce Gillard,11,6,13,46.2,58,4.5,4.5,0,0,83.6,ohio,/cfb/players/bruce-gillard-2,bruce-gillard-2,1983
3,Eddie Washington,11,1,2,50,19,9.5,9.5,0,0,129.8,ohio,/cfb/players/eddie-washington-1,eddie-washington-1,1983
4,Dennis Swearingen,11,0,1,0,0,0,0,0,0,0,ohio,/cfb/players/dennis-swearingen-1,dennis-swearingen-1,1983
1,Dennis Swearingen,11,117,185,63.2,1211,6.5,4.8,4,9,115.6,ohio,/cfb/players/dennis-swearingen-1,dennis-swearingen-1,1984
2,Bruce Gillard,9,42,92,45.7,435,4.7,1.5,1,7,73.7,ohio,/cfb/players/bruce-gillard-2,bruce-gillard-2,1984
3,Jesse Owens,9,3,3,100,41,13.7,13.7,0,0,214.8,ohio,/cfb/players/jesse-owens-1,jesse-owens-1,1984
4,Art McCormick,11,0,1,0,0,0,0,0,0,0,ohio,/cfb/players/art-mccormick-1,art-mccormick-1,1984
1,Dennis Swearingen,11,195,383,50.9,2056,5.4,3,13,26,93.6,ohio,/cfb/players/dennis-swearingen-1,dennis-swearingen-1,1985
2,Bruce Porter,4,8,21,38.1,56,2.7,-5,1,4,38.1,ohio,/cfb/players/bruce-porter-1,bruce-porter-1,1985
1,Bruce Porter,10,216,383,56.4,2281,6,5,13,14,110.3,ohio,/cfb/players/bruce-porter-1,bruce-porter-1,1986
2,Mike Scott,3,10,23,43.5,116,5,-4.7,0,5,42.4,ohio,/cfb/players/mike-scott-6,mike-scott-6,1986
3,Jeff Baker,1,5,20,25,45,2.3,-4.5,0,3,13.9,ohio,/cfb/players/jeff-baker-2,jeff-baker-2,1986
4,Mike Fultz,11,1,2,50,13,6.5,6.5,0,0,104.6,ohio,/cfb/players/mike-fultz-1,mike-fultz-1,1986
1,Anthony Thornton,10,75,180,41.7,949,5.3,4.6,1,3,84.5,ohio,/cfb/players/anthony-thornton-2,anthony-thornton-2,1987
