cfbref_id,pfr_id,av,season,pick,age,height_inches,weight,forty,vertical,broad_jump,shuttle,bench,cone,g,att,rush_att,srs,sos,off_plus,yards_plus,cmp_plus,td_plus,int_plus,rush_yards_plus,rush_tds_plus,predicted_av
tony-pike-1,PikeTo00, 0.000000,2010,204,24,77,212,4.900000,28.50000,108.0000,4.530000,17.39635,7.060000,27, 682, 94, 10.43185185, 0.66000000,119.68561,  178.626874, 17.30546077, 15.25791985, -1.18919798, -281.213467, -1.202815950,10.3372870
tony-sacca-1,SaccTo00, 0.000000,1992, 46,22,77,230,4.860000,29.50000,107.0000,4.210000,19.07145,7.034271,45, 824,227, 13.41244444, 5.52111111,110.02112,   98.315041,-40.10602515,  5.63951258,-11.57412988, -769.603349, -2.648736721,17.5070400
trace-mcsorley-1,McSoTr00, 1.679239,2019,197,24,72,202,4.570000,33.00000,115.0000,4.120000,16.46574,7.090000,46,1215,473, 15.21869565, 5.43456522,121.81670,  910.028700, -2.21555388, 11.85661033, -8.07466788, -504.744251,  7.555517400,10.8415339
trent-dilfer-1,DilfTr00,37.000000,1994,  6,22,76,225,4.656382,34.21992,117.1366,4.297173,18.60615,7.148521,34, 865,151,  6.64941176,-3.75558824,169.80438, 1587.278455, 42.50068741, 15.34085647,-13.45480030, -444.719514,  2.450701586,20.0886443
trent-edwards-1,EdwaTr01,17.000000,2007, 92,23,76,231,4.760000,33.87732,116.5229,4.460000,19.00000,7.140000,35, 865,226, -0.40428571, 6.48485714, 73.69621, -695.985363,-11.06028426, -5.90309683,  4.40968940, -736.665343, -7.285011476, 9.6740415
trent-green-1,GreeTr00, 0.000000,1993,222,23,75,217,4.920000,32.50000,116.0000,4.200000,17.86166,7.021165,45, 755,305,  3.77377778, 1.61911111,101.08795,  174.648505, 17.78228216, -8.93278496, -1.03333004, -689.169512,  8.646838419,11.0588443
troy-aikman-1,AikmTr00,54.000000,1989,  1,22,76,219,4.623781,34.56252,117.7503,4.275864,18.04778,7.120594,48, 694,218, 17.83250000, 4.87250000,135.50691, 1003.835216, 71.83428021, 14.29942937,-11.20087508, -755.977263, -5.090084975,21.8449265
troy-smith-1,SmitTr02, 6.000000,2007,174,23,72,225,4.720000,33.85527,116.4834,4.338756,18.60615,7.203021,32, 670,290, 18.34468750, 5.18187500,123.39111,  980.015478, 30.88102496, 21.37274383, -9.26463469,  -47.419509,  2.077207610,23.7380862
troy-taylor-1,TaylTr00, 0.000000,1990, 84,22,76,200,4.730000,33.50000,116.0000,4.130000,16.27962,6.929421,44,1162,328,  0.39000000, 6.62000000, 79.60615,   49.328587, 62.60187489,  3.41093032, -7.23958015,-1190.460187,-10.430629670,13.7954549
tua-tagovailoa-1,TagoTu00,40.279130,2020,  5,22,72,217,4.612915,34.31207,117.3017,4.268761,17.86166,7.111285,32, 684,107, 23.10437500, 5.26312500,151.44591, 2342.252609, 62.13864008, 49.61637332, -6.93096795, -154.400788,  3.954015309,36.5418184
ty-detmer-1,DetmTy00,10.000000,1992,230,24,72,189,4.460781,35.91087,120.1658,4.169321,15.25594,6.980956,48,1530,265,  9.56250000, 0.42750000,152.20686, 4291.024608,137.46919788, 55.21571834, -1.09952582,-1415.413031,  3.872317094,15.8200838
tyler-wilson-1,WilsTy00, 0.000000,2013,112,24,74,215,4.950000,28.50000,112.0000,4.390000,17.67554,7.220000,37, 948,110,  9.68756757, 5.04081081,113.84900,  894.404018, 20.62540442,  2.53985229, -0.86123450, -533.943066, -0.992258929, 3.0443476
tyrod-taylor-1,TaylTy00,15.000000,2011,180,22,72,221,4.470000,37.50000,126.0000,4.090000,18.23390,6.780000,50, 865,501, 13.83860000, 3.38880000,106.97562,  854.931652,-18.99908058,  0.32564695, -7.13034056,    4.241603,  0.504992923,25.7668024
vince-young-1,YounVi00,33.000000,2006,  3,23,77,230,4.480000,34.02558,116.7885,4.181884,19.07145,6.997421,37, 718,457, 20.00486486, 4.39297297,159.69841,  965.381992, 31.56037718,  9.41792112,  4.42769980, 1233.125324, 18.100712183,32.9576886
vinny-testaverde-1,TestVi00,32.000000,1987,  1,23,74,248,4.750000,32.72430,114.4574,4.358365,13.00000,7.228721,45, 674,125, 15.29444444, 5.05822222,136.91080, 1438.370512, 50.69649987, 21.11646473, -6.24694318, -800.790685,  3.619911654,22.4941444
wally-richardson-1,RichWa00, 0.000000,1997,234,23,76,225,4.950000,31.00000,109.0000,4.470000,18.60615,7.375033,45, 692, 81, 17.18511111, 5.24644444,145.84957, -398.494780,  3.50566902, -4.68883025,-11.87037424, -564.598295, -2.224937001, 1.0389846
will-furrer-1,FurrWi00, 1.000000,1992,107,24,75,210,4.880000,32.00000,106.0000,4.460000,17.21023,7.361926,34, 920,127,  3.72647059, 3.92176471, 86.54473, -516.381899,  2.51935253,  3.80951293,  6.13289804, -638.776266, -3.900350170, 2.3465413
will-grier-1,GrieWi00, 1.679239,2019,100,24,74,217,4.840000,34.00000,112.0000,4.280000,17.86166,7.090000,28, 945,147,  8.91928571, 3.77714286,118.24279, 1577.875188, 58.32083134, 30.51968650, -2.76451715, -531.898684,  0.111876685, 9.9397904
zac-dysert-1,DyseZa00, 0.000000,2013,234,23,75,231,4.810000,33.78616,116.3596,4.397583,19.16452,7.280121,46,1672,461, -9.79217391,-3.43782609, 73.15038,  -78.767640, 61.81435466,-13.16596965,  2.02445112,-1380.299668, -8.917873852, 7.9735517
zach-mettenberger-1,MettZa00, 1.000000,2014,178,23,77,224,4.650948,34.36818,117.4022,4.293621,18.51309,7.143867,30, 659, 83, 16.27700000, 5.11866667,114.65754,  979.427503, 10.44931418,  0.50347868, -3.73419035, -690.111850, -3.850306783,20.1059004
