pos,av,g,gs,player_id
,4,23,6,HamlKJ00
WR,NA,23,6,HamlKJ00
WR,NA,49,33,ClayCh01
,10,42,24,JeffVa00
WR,NA,42,24,JeffVa00
,4,28,15,MimsDe00
WR,NA,28,15,MimsDe00
,4,21,8,BowdLy00
WR,NA,11,4,BowdLy00
,6,35,16,EdwaBr01
WR,NA,35,16,EdwaBr01
,0,22,3,AsiaDe00
TE,NA,22,3,AsiaDe00
,6,46,23,DuveDe00
WR,NA,46,23,DuveDe00
,2,33,4,DeguJo00
TE,NA,33,4,DeguJo00
,0,6,NA,KeenDa00
TE,0,6,0,KeenDa00
,4,41,26,TrauAd00
TE,NA,41,26,TrauAd00
,4,46,19,BryaHa00
TE,NA,46,19,BryaHa00
,4,24,6,OkwuAl00
TE,NA,24,6,OkwuAl00
,11,46,29,DaviGa01
WR,NA,46,29,DaviGa01
,0,35,1,ParkCo02
TE,NA,35,1,ParkCo02
,0,22,NA,HopkBr01
TE,NA,22,0,HopkBr01
,0,10,2,GandAn00
WR,0,10,2,GandAn00
,5,33,6,JohnTy00
WR,NA,33,6,JohnTy00
,5,40,1,JohnCo01
WR,3,26,1,JohnCo01
,5,22,6,CephQu00
WR,NA,22,6,CephQu00
,1,14,4,HighJo00
WR,1,14,4,HighJo00
,0,4,0,CoulIs00
WR,0,4,0,CoulIs00
,15,45,35,MoonDa00
WR,NA,45,35,MoonDa00
,5,41,18,OsboKJ00
WR,NA,41,18,OsboKJ00
,8,41,23,PeopDo00
WR,NA,41,23,PeopDo00
,0,46,5,WoerCh00
TE,NA,46,5,WoerCh00
,8,38,20,WatkQu00
WR,NA,38,20,WatkQu00
,2,41,NA,ProcJa00
WR,NA,41,0,ProcJa00
,0,37,1,DaviTy02
TE,NA,37,1,DaviTy02
WR,NA,19,8,HodgIs00
,0,10,NA,PatmDe00
WR,NA,10,0,PatmDe00
,NA,3,1,SwaiFr00
WR,NA,35,10,SwaiFr00
,2,30,4,JennJa00
WR,NA,30,4,JennJa00
,1,21,NA,HillKJ00
CB,1,21,0,HillKJ00
,0,16,NA,SullSt00
TE,NA,16,0,SullSt00
,0,23,NA,ClevTy00
WR,NA,23,0,ClevTy00
,8,27,25,PittKy00
TE,NA,27,25,PittKy00
,13,28,28,ChasJa00
WR,NA,28,28,ChasJa00
,7,31,31,WaddJa00
WR,NA,31,31,WaddJa00
,10,32,31,SmitDe07
WR,NA,32,31,SmitDe07
WR,NA,24,8,ToneKa00
,4,18,9,BateRa00
WR,NA,18,9,BateRa00
,4,25,14,MoorEl00
WR,NA,25,14,MoorEl00
,5,22,15,MoorRo02
WR,NA,22,15,MoorRo02
,4,30,17,FreiPa00
TE,NA,30,17,FreiPa00
,1,20,NA,EskrDW00
WR,NA,20,0,EskrDW00
,0,19,3,AtweTu00
WR,NA,19,3,AtweTu00
,1,25,11,MarsTe00
WR,NA,25,11,MarsTe00
,3,31,16,PalmJo00
WR,NA,31,16,PalmJo00
,0,14,2,LongHu00
TE,NA,14,2,LongHu00
,1,28,6,BrowDy00
WR,NA,28,6,BrowDy00
,1,31,15,TremTo00
TE,NA,31,15,TremTo00
,3,24,15,CollNi00
WR,NA,24,15,CollNi00
,1,25,3,SchwAn00
WR,NA,25,3,SchwAn00
,0,26,11,McKiTr00
TE,NA,26,11,McKiTr00
,0,5,NA,FitzDe00
WR,NA,5,0,FitzDe00
,8,31,23,StxxAm00
WR,NA,31,23,StxxAm00
,2,31,15,BateJo00
TE,NA,31,15,BateJo00
,1,30,4,GranKy00
TE,NA,30,4,GranKy00
,0,25,1,WallTy00
WR,NA,25,1,WallTy00
,0,16,NA,HarrJa03
WR,NA,16,0,HarrJa03
,0,30,4,FarrLu00
TE,NA,30,4,FarrLu00
,1,18,4,JordBr00
TE,NA,18,4,JordBr00
,NA,7,0,SmitIh00
WR,NA,15,1,SmitIh00
,0,31,9,GrayNo00
TE,NA,31,9,GrayNo00
,0,10,NA,FehoSi00
WR,NA,10,0,FehoSi00
,0,13,NA,DarbFr00
WR,NA,13,0,DarbFr00
,1,21,5,SmitSh03
WR,NA,21,5,SmitSh03
,0,13,NA,McMaRa00
WR,NA,13,0,McMaRa00
,0,5,1,CampJa03
WR,NA,5,1,CampJa03
,0,2,1,WillSe00
WR,0,2,1,WillSe00
,0,17,NA,StraMi03
WR,NA,17,0,StraMi03
,1,28,12,SkowBe00
WR,NA,28,12,SkowBe00
,NA,15,13,LondDr00
WR,NA,15,13,LondDr00
,NA,15,10,WilsGa00
WR,NA,15,10,WilsGa00
,NA,13,8,OlavCh00
WR,NA,13,8,OlavCh00
,NA,4,NA,WillJa11
WR,NA,4,0,WillJa11
,NA,10,8,DotsJa00
WR,NA,10,8,DotsJa00
,NA,10,5,BurkTr00
WR,NA,10,5,BurkTr00
,NA,12,9,WatsCh00
WR,NA,12,9,WatsCh00
,NA,6,3,RobiWa01
WR,NA,6,3,RobiWa01
,NA,11,7,ThorTy00
WR,NA,11,7,ThorTy00
,NA,15,10,PickGe00
WR,NA,15,10,PickGe00
,NA,14,11,PierAl00
WR,NA,14,11,PierAl00
,NA,15,3,MoorSk01
WR,NA,15,3,MoorSk01
,NA,14,11,McBrTr01
TE,NA,14,11,McBrTr01
,NA,13,1,WoodJe01
TE,NA,13,1,WoodJe01
,NA,10,6,DulcGr00
TE,NA,10,6,DulcGr00
,NA,8,1,TolbJa00
WR,NA,8,1,TolbJa00
,NA,14,3,BellDa02
WR,NA,14,3,BellDa02
TE,NA,8,0,RuckJe00
,NA,11,NA,GrayDa02
WR,NA,11,0,GrayDa02
,NA,14,9,OttoCa00
TE,NA,14,9,OttoCa00
,NA,11,10,BellDa00
TE,NA,11,10,BellDa00
,NA,15,7,FergJa00
TE,NA,15,7,FergJa00
,NA,11,7,DoubRo00
WR,NA,11,7,DoubRo00
,NA,14,1,LikeIs00
TE,NA,14,1,LikeIs00
,NA,16,7,OkonCh00
TE,NA,16,7,OkonCh00
,NA,13,2,ShakKh00
WR,NA,13,2,ShakKh00
,NA,8,2,TurnCo00
TE,NA,8,2,TurnCo00
,NA,4,NA,PhilKy01
WR,NA,4,0,PhilKy01
,NA,8,5,QuitTe00
TE,NA,8,5,QuitTe00
,NA,12,NA,MitcJa00
TE,NA,12,0,MitcJa00
,NA,13,NA,NailJa00
WR,NA,13,0,NailJa00
,NA,13,2,CalcGr00
TE,NA,13,2,CalcGr00
,NA,8,NA,WoodMi00
WR,NA,8,0,WoodMi00
,NA,15,NA,HeywCo00
TE,NA,15,0,HeywCo00
,NA,15,10,KiefKo00
TE,NA,15,10,KiefKo00
,NA,9,2,TourSa00
WR,NA,9,2,TourSa00
