cfbref_id,pfr_id,av,predicted_av,comp_1,comp_2,comp_3
greg-jennings-1,JennGr00,37,13.454719242323492,andy-isabella-1,aaron-dobson-1,ashley-lelie-1
greg-little-1,LittGr00,13,14.503789015507001,nick-toon-1,david-givens-1,marvin-harrison-1
greg-mcmurtry-1,McMuGr00,10,15.068300795223339,charles-e-johnson-1,early-doucet-1,patrick-jeffers-1
greg-salas-1,SalaGr00,3,12.63999303195351,david-anderson-1,eric-decker-1,devin-street-1
hakeem-nicks-1,NickHa01,34,16.191354472642942,antonio-bryant-1,stedman-bailey-1,cody-latimer-1
harry-douglas-1,DougHa00,17,12.455338008012514,travis-hannah-1,sammie-coates-1,demetrius-williams-1
hart-lee-dykes-1,DykeHa00,9,12.694949011119697,pat-newman-1,willie-green-2,stephen-hill-1
haywood-jeffires-1,JeffHa00,18,15.146596160804037,michael-irvin-1,andre-hastings-1,danan-hughes-1
henry-ruggs-iii-1,RuggHe00,8,14.299473052636742,john-hightower-1,jacoby-ford-1,louis-clark-1
herman-moore-1,MoorHe00,33,15.796424453567862,dez-bryant-1,laquon-treadwell-1,frankie-neal-1
hines-ward-1,WardHi00,28,12.594970533728901,brice-hunter-1,muhsin-muhammad-1,collin-johnson-2
horace-copeland-1,CopeHo00,18,13.939872263538032,carl-pickens-1,damian-williams-1,jeremy-maclin-1
iheanyi-uwaezuoke-1,UwaeIh00,4,11.543711006789312,vernon-joines-1,tommy-kane-1,eddie-kennison-1
ike-hilliard-1,HillIk00,22,16.313106111070276,isaiah-mckenzie-1,michael-gallup-1,mike-williams-17
isaac-bruce-1,BrucIs00,32,14.685584483982062,rueben-randle-1,isaac-bruce-1,az-zahir-hakim-1
isaac-byrd-1,ByrdIs00,6,14.246591433406069,andre-hastings-1,trevor-gaylor-1,chad-hansen-1
isaiah-ford-1,FordIs00,5,14.078000537946052,tydus-winans-1,keary-colbert-1,robert-meachem-1
isaiah-jones-2,JoneZa00,11,13.073899691751054,antonio-brown-1,justin-gage-1,jerome-pathon-1
isaiah-mckenzie-1,McKeIs00,4,14.361963287880966,courtney-hawkins-1,andre-hastings-1,isaac-byrd-1
jabar-gaffney-1,GaffJa00,18,17.675155094594565,dez-bryant-1,ike-hilliard-1,dez-white-1
jacoby-ford-1,FordJa01,12,11.722545605218961,deon-butler-1,sam-aiken-1,titus-young-1
jacquez-green-1,GreeJa00,26,13.270469123553964,louis-clark-1,ronald-curry-1,corey-coleman-1
jaelen-strong-1,StroJa01,2,16.685885899541063,jeremy-kerley-1,peerless-price-1,amani-toomer-1
jajuan-dawson-1,DawsJa00,5,12.763603611208682,wesley-carroll-2,ricky-nattiel-1,brice-hunter-1
jamaar-taylor-1,TaylJa00,1,13.314415300319276,eddie-kennison-1,qadry-ismail-1,lawyer-tillman-1
james-hardy-1,HardJa00,1,16.28227899253099,courtland-sutton-1,ashley-lelie-1,devante-parker-1
james-jones-3,JoneJa04,21,13.045465034719584,martavis-bryant-1,willie-reid-1,travis-benjamin-1
james-milling-1,MillJa00,1,12.433631801285069,aaron-cox-1,travis-fulgham-1,albert-connell-1
