rk,player,g,att,yds,avg,td,rec,yds_2,avg_2,td_2,plays,yds_3,avg_3,td_3,school,player_link,player_id,season
27,John Keeton,11,,,,,1,11,11.0,1,1,11,11.0,1,appalachian-state,/cfb/players/john-keeton-1,john-keeton-1,1976
1,Emmitt Hamilton,11,153,961,6.3,12,21,299,14.2,1,174,1260,7.2,13,appalachian-state,/cfb/players/emmitt-hamilton-1,emmitt-hamilton-1,1977
2,Eddie Estes,11,94,461,4.9,1,,,,,94,461,4.9,1,appalachian-state,/cfb/players/eddie-estes-1,eddie-estes-1,1977
3,Scott McConnell,11,91,442,4.9,3,13,171,13.2,2,104,613,5.9,5,appalachian-state,/cfb/players/scott-mcconnell-1,scott-mcconnell-1,1977
4,Robby Price,11,91,170,1.9,2,,,,,91,170,1.9,2,appalachian-state,/cfb/players/robby-price-1,robby-price-1,1977
5,Calvin Simon,11,42,237,5.6,0,2,11,5.5,0,44,248,5.6,0,appalachian-state,/cfb/players/calvin-simon-1,calvin-simon-1,1977
6,Arnold Floyd,11,26,163,6.3,2,3,9,3.0,0,29,172,5.9,2,appalachian-state,/cfb/players/arnold-floyd-1,arnold-floyd-1,1977
7,Chris Swecker,11,23,10,0.4,0,,,,,23,10,0.4,0,appalachian-state,/cfb/players/chris-swecker-1,chris-swecker-1,1977
8,Dennis McCorkle,11,13,87,6.7,0,,,,,13,87,6.7,0,appalachian-state,/cfb/players/dennis-mccorkle-1,dennis-mccorkle-1,1977
9,Gary Glosson,11,13,40,3.1,2,1,5,5.0,0,14,45,3.2,2,appalachian-state,/cfb/players/gary-glosson-1,gary-glosson-1,1977
10,Greg Kilday,11,12,37,3.1,1,,,,,12,37,3.1,1,appalachian-state,/cfb/players/greg-kilday-1,greg-kilday-1,1977
11,Steve Brown,11,3,16,5.3,0,,,,,3,16,5.3,0,appalachian-state,/cfb/players/steve-brown-3,steve-brown-3,1977
12,Earles,11,2,9,4.5,0,,,,,2,9,4.5,0,appalachian-state,/cfb/players/earles-1,earles-1,1977
13,John Keefe,11,1,25,25.0,0,,,,,1,25,25.0,0,appalachian-state,/cfb/players/john-keefe-1,john-keefe-1,1977
14,Paul Hamilton,11,1,1,1.0,0,,,,,1,1,1.0,0,appalachian-state,/cfb/players/paul-hamilton-1,paul-hamilton-1,1977
15,Pat Swisher,11,1,-9,-9.0,0,4,67,16.8,1,5,58,11.6,1,appalachian-state,/cfb/players/pat-swisher-1,pat-swisher-1,1977
16,Michael,11,1,-13,-13.0,0,,,,,1,-13,-13.0,0,appalachian-state,/cfb/players/michael-1,michael-1,1977
17,Mike Peterson,11,,,,,26,345,13.3,0,26,345,13.3,0,appalachian-state,/cfb/players/mike-peterson-1,mike-peterson-1,1977
18,John Keeton,11,,,,,2,24,12.0,0,2,24,12.0,0,appalachian-state,/cfb/players/john-keeton-1,john-keeton-1,1977
19,Terry Smith,11,,,,,1,20,20.0,0,1,20,20.0,0,appalachian-state,/cfb/players/terry-smith-1,terry-smith-1,1977
20,Alvin Ray,11,,,,,1,16,16.0,0,1,16,16.0,0,appalachian-state,/cfb/players/alvin-ray-2,alvin-ray-2,1977
21,Mike Maybin,11,,,,,1,6,6.0,0,1,6,6.0,0,appalachian-state,/cfb/players/mike-maybin-1,mike-maybin-1,1977
1,Scott McConnell,11,144,840,5.8,11,17,312,18.4,3,161,1152,7.2,14,appalachian-state,/cfb/players/scott-mcconnell-1,scott-mcconnell-1,1978
2,Steve Brown,11,105,277,2.6,6,1,3,3.0,0,106,280,2.6,6,appalachian-state,/cfb/players/steve-brown-3,steve-brown-3,1978
3,Eddie Estes,11,95,620,6.5,5,2,27,13.5,0,97,647,6.7,5,appalachian-state,/cfb/players/eddie-estes-1,eddie-estes-1,1978
4,Greg Kilday,11,62,249,4.0,1,6,60,10.0,0,68,309,4.5,1,appalachian-state,/cfb/players/greg-kilday-1,greg-kilday-1,1978
5,Gary Glosson,11,39,140,3.6,1,,,,,39,140,3.6,1,appalachian-state,/cfb/players/gary-glosson-1,gary-glosson-1,1978
6,Dennis McCorkle,11,32,121,3.8,2,6,40,6.7,0,38,161,4.2,2,appalachian-state,/cfb/players/dennis-mccorkle-1,dennis-mccorkle-1,1978
7,Charles Fowler,11,31,123,4.0,1,5,45,9.0,0,36,168,4.7,1,appalachian-state,/cfb/players/charles-fowler-1,charles-fowler-1,1978
8,Arnold Floyd,11,17,74,4.4,0,,,,,17,74,4.4,0,appalachian-state,/cfb/players/arnold-floyd-1,arnold-floyd-1,1978
9,Paul Hamilton,11,16,-36,-2.3,1,,,,,16,-36,-2.3,1,appalachian-state,/cfb/players/paul-hamilton-1,paul-hamilton-1,1978
10,Pete Camelo,11,6,40,6.7,0,,,,,6,40,6.7,0,appalachian-state,/cfb/players/pete-camelo-1,pete-camelo-1,1978
11,John Keefe,11,5,21,4.2,0,,,,,5,21,4.2,0,appalachian-state,/cfb/players/john-keefe-1,john-keefe-1,1978
12,Mike Peterson,11,4,88,22.0,1,27,246,9.1,4,31,334,10.8,5,appalachian-state,/cfb/players/mike-peterson-1,mike-peterson-1,1978
13,Larry Brown,11,4,11,2.8,0,1,18,18.0,0,5,29,5.8,0,appalachian-state,/cfb/players/larry-brown-12,larry-brown-12,1978
14,Mike Michael,11,2,11,5.5,0,,,,,2,11,5.5,0,appalachian-state,/cfb/players/mike-michael-1,mike-michael-1,1978
15,Jeff Harper,11,2,0,0.0,0,,,,,2,0,0.0,0,appalachian-state,/cfb/players/jeff-harper-1,jeff-harper-1,1978
16,Vic McLean,11,1,3,3.0,0,,,,,1,3,3.0,0,appalachian-state,/cfb/players/vic-mclean-1,vic-mclean-1,1978
17,Rick Beasley,11,,,,,60,971,16.2,4,60,971,16.2,4,appalachian-state,/cfb/players/rick-beasley-1,rick-beasley-1,1978
18,John Keeton,11,,,,,6,84,14.0,2,6,84,14.0,2,appalachian-state,/cfb/players/john-keeton-1,john-keeton-1,1978
19,Stan Cunningham,11,,,,,5,84,16.8,3,5,84,16.8,3,appalachian-state,/cfb/players/stan-cunningham-1,stan-cunningham-1,1978
20,Alvin Ray,11,,,,,2,18,9.0,0,2,18,9.0,0,appalachian-state,/cfb/players/alvin-ray-2,alvin-ray-2,1978
21,Marcus Jamerson,11,,,,,1,1,1.0,0,1,1,1.0,0,appalachian-state,/cfb/players/marcus-jamerson-1,marcus-jamerson-1,1978
1,Steve Brown,11,129,250,1.9,2,,,,,129,250,1.9,2,appalachian-state,/cfb/players/steve-brown-3,steve-brown-3,1979
2,Eddie Estes,11,109,444,4.1,7,6,48,8.0,0,115,492,4.3,7,appalachian-state,/cfb/players/eddie-estes-1,eddie-estes-1,1979
3,Arnold Floyd,11,87,438,5.0,3,9,94,10.4,0,96,532,5.5,3,appalachian-state,/cfb/players/arnold-floyd-1,arnold-floyd-1,1979
4,Raynard Moore,9,42,292,7.0,2,2,35,17.5,0,44,327,7.4,2,appalachian-state,/cfb/players/raynard-moore-1,raynard-moore-1,1979
5,Pete Camelo,10,38,149,3.9,0,13,234,18.0,1,51,383,7.5,1,appalachian-state,/cfb/players/pete-camelo-1,pete-camelo-1,1979
6,John Hampton,10,27,139,5.1,0,3,37,12.3,0,30,176,5.9,0,appalachian-state,/cfb/players/john-hampton-2,john-hampton-2,1979
7,Charles Fowler,8,21,145,6.9,0,,,,,21,145,6.9,0,appalachian-state,/cfb/players/charles-fowler-1,charles-fowler-1,1979
8,Greg Kilday,10,16,59,3.7,1,12,156,13.0,0,28,215,7.7,1,appalachian-state,/cfb/players/greg-kilday-1,greg-kilday-1,1979
9,Mark Carballo,8,14,29,2.1,0,5,71,14.2,0,19,100,5.3,0,appalachian-state,/cfb/players/mark-carballo-1,mark-carballo-1,1979
10,Mark Wingfield,2,8,23,2.9,0,,,,,8,23,2.9,0,appalachian-state,/cfb/players/mark-wingfield-1,mark-wingfield-1,1979
11,Charles Norris,3,7,27,3.9,0,,,,,7,27,3.9,0,appalachian-state,/cfb/players/charles-norris-1,charles-norris-1,1979
12,Paul Hamilton,5,6,24,4.0,1,,,,,6,24,4.0,1,appalachian-state,/cfb/players/paul-hamilton-1,paul-hamilton-1,1979
13,Keith Brooks,2,4,15,3.8,0,,,,,4,15,3.8,0,appalachian-state,/cfb/players/keith-brooks-1,keith-brooks-1,1979
14,Van Smith,1,4,9,2.3,0,,,,,4,9,2.3,0,appalachian-state,/cfb/players/van-smith-1,van-smith-1,1979
15,Alvin Ray,7,2,23,11.5,0,8,206,25.8,2,10,229,22.9,2,appalachian-state,/cfb/players/alvin-ray-2,alvin-ray-2,1979
16,Keith Guest,1,1,6,6.0,0,,,,,1,6,6.0,0,appalachian-state,/cfb/players/keith-guest-1,keith-guest-1,1979
17,Stan Goodson,3,1,4,4.0,0,,,,,1,4,4.0,0,appalachian-state,/cfb/players/stan-goodson-1,stan-goodson-1,1979
18,Dyke Ansted,8,1,3,3.0,1,,,,,1,3,3.0,1,appalachian-state,/cfb/players/dyke-ansted-1,dyke-ansted-1,1979
19,Rick Beasley,11,,,,,74,1205,16.3,12,74,1205,16.3,12,appalachian-state,/cfb/players/rick-beasley-1,rick-beasley-1,1979
20,Stan Cunningham,11,,,,,14,156,11.1,0,14,156,11.1,0,appalachian-state,/cfb/players/stan-cunningham-1,stan-cunningham-1,1979
21,Roff Hays,5,,,,,6,91,15.2,1,6,91,15.2,1,appalachian-state,/cfb/players/roff-hays-1,roff-hays-1,1979
22,Mike Wright,8,,,,,6,48,8.0,0,6,48,8.0,0,appalachian-state,/cfb/players/mike-wright-6,mike-wright-6,1979
1,Pete Camelo,11,116,521,4.5,6,32,353,11.0,1,148,874,5.9,7,appalachian-state,/cfb/players/pete-camelo-1,pete-camelo-1,1980
2,Arnold Floyd,10,78,328,4.2,6,23,299,13.0,2,101,627,6.2,8,appalachian-state,/cfb/players/arnold-floyd-1,arnold-floyd-1,1980
3,Steve Brown,11,75,53,0.7,0,1,6,6.0,0,76,59,0.8,0,appalachian-state,/cfb/players/steve-brown-3,steve-brown-3,1980
4,Alvin Parker,9,53,313,5.9,3,6,50,8.3,0,59,363,6.2,3,appalachian-state,/cfb/players/alvin-parker-2,alvin-parker-2,1980
5,Derek Jenkins,8,46,320,7.0,3,5,62,12.4,0,51,382,7.5,3,appalachian-state,/cfb/players/derek-jenkins-1,derek-jenkins-1,1980
6,John Hampton,7,28,112,4.0,0,9,105,11.7,0,37,217,5.9,0,appalachian-state,/cfb/players/john-hampton-2,john-hampton-2,1980
7,Tim Martin,7,22,81,3.7,0,4,44,11.0,0,26,125,4.8,0,appalachian-state,/cfb/players/tim-martin-1,tim-martin-1,1980
8,Jim Hawkins,4,10,15,1.5,1,3,14,4.7,0,13,29,2.2,1,appalachian-state,/cfb/players/jim-hawkins-3,jim-hawkins-3,1980
9,Roff Hays,9,4,47,11.8,0,13,173,13.3,0,17,220,12.9,0,appalachian-state,/cfb/players/roff-hays-1,roff-hays-1,1980
10,Paul Hamilton,6,3,-12,-4.0,0,,,,,3,-12,-4.0,0,appalachian-state,/cfb/players/paul-hamilton-1,paul-hamilton-1,1980
11,Stan Goodson,9,1,4,4.0,1,18,248,13.8,2,19,252,13.3,3,appalachian-state,/cfb/players/stan-goodson-1,stan-goodson-1,1980
12,Rick Beasley,10,,,,,44,948,21.5,7,44,948,21.5,7,appalachian-state,/cfb/players/rick-beasley-1,rick-beasley-1,1980
13,Richard Knox,9,,,,,16,227,14.2,0,16,227,14.2,0,appalachian-state,/cfb/players/richard-knox-1,richard-knox-1,1980
14,Rusty Fuller,5,,,,,6,89,14.8,1,6,89,14.8,1,appalachian-state,/cfb/players/rusty-fuller-2,rusty-fuller-2,1980
15,Harry Kirk,5,,,,,5,102,20.4,1,5,102,20.4,1,appalachian-state,/cfb/players/harry-kirk-1,harry-kirk-1,1980
16,Alvin Ray,4,,,,,2,29,14.5,0,2,29,14.5,0,appalachian-state,/cfb/players/alvin-ray-2,alvin-ray-2,1980
17,LeRoy Howell,4,,,,,1,13,13.0,0,1,13,13.0,0,appalachian-state,/cfb/players/leroy-howell-1,leroy-howell-1,1980
18,Billy Cannon,3,,,,,1,10,10.0,0,1,10,10.0,0,appalachian-state,/cfb/players/billy-cannon-2,billy-cannon-2,1980
19,Marcus Jamerson,6,,,,,1,9,9.0,1,1,9,9.0,1,appalachian-state,/cfb/players/marcus-jamerson-1,marcus-jamerson-1,1980
1,Alvin Parker,11,137,766,5.6,7,18,123,6.8,1,155,889,5.7,8,appalachian-state,/cfb/players/alvin-parker-2,alvin-parker-2,1981
2,Tim Martin,10,69,468,6.8,2,27,267,9.9,1,96,735,7.7,3,appalachian-state,/cfb/players/tim-martin-1,tim-martin-1,1981
3,Derek Jenkins,6,45,228,5.1,3,17,252,14.8,3,62,480,7.7,6,appalachian-state,/cfb/players/derek-jenkins-1,derek-jenkins-1,1981
4,Johnny Sowell,8,42,257,6.1,1,15,106,7.1,1,57,363,6.4,2,appalachian-state,/cfb/players/johnny-sowell-1,johnny-sowell-1,1981
5,Stan Goodson,11,40,95,2.4,0,1,2,2.0,0,41,97,2.4,0,appalachian-state,/cfb/players/stan-goodson-1,stan-goodson-1,1981
6,Randy Joyce,10,33,-63,-1.9,0,,,,,33,-63,-1.9,0,appalachian-state,/cfb/players/randy-joyce-1,randy-joyce-1,1981
7,Pete Camelo,8,19,75,3.9,0,20,180,9.0,0,39,255,6.5,0,appalachian-state,/cfb/players/pete-camelo-1,pete-camelo-1,1981
8,Murphy,10,4,26,6.5,1,21,352,16.8,1,25,378,15.1,2,appalachian-state,/cfb/players/murphy-2,murphy-2,1981
9,Eric Foxx,5,4,12,3.0,0,,,,,4,12,3.0,0,appalachian-state,/cfb/players/eric-foxx-1,eric-foxx-1,1981
10,Greg Sasser,9,1,12,12.0,0,,,,,1,12,12.0,0,appalachian-state,/cfb/players/greg-sasser-2,greg-sasser-2,1981
11,Dean Lynch,5,1,7,7.0,0,,,,,1,7,7.0,0,appalachian-state,/cfb/players/dean-lynch-1,dean-lynch-1,1981
12,Curtis Inman,11,1,3,3.0,0,,,,,1,3,3.0,0,appalachian-state,/cfb/players/curtis-inman-1,curtis-inman-1,1981
13,Jerome McDaniel,10,,,,,49,700,14.3,2,49,700,14.3,2,appalachian-state,/cfb/players/jerome-mcdaniel-1,jerome-mcdaniel-1,1981
14,Kenneth Watkins,10,,,,,21,212,10.1,2,21,212,10.1,2,appalachian-state,/cfb/players/kenneth-watkins-1,kenneth-watkins-1,1981
15,David Yount,10,,,,,18,236,13.1,1,18,236,13.1,1,appalachian-state,/cfb/players/david-yount-1,david-yount-1,1981
16,Rusty Fuller,10,,,,,16,224,14.0,2,16,224,14.0,2,appalachian-state,/cfb/players/rusty-fuller-2,rusty-fuller-2,1981
17,Richard Knox,6,,,,,4,40,10.0,1,4,40,10.0,1,appalachian-state,/cfb/players/richard-knox-1,richard-knox-1,1981
18,Andre Tribble,4,,,,,3,33,11.0,0,3,33,11.0,0,appalachian-state,/cfb/players/andre-tribble-1,andre-tribble-1,1981
19,Alonzo Upshur,4,,,,,1,36,36.0,0,1,36,36.0,0,appalachian-state,/cfb/players/alonzo-upshur-1,alonzo-upshur-1,1981
1,Willie Harris,10,150,654,4.4,4,14,84,6.0,0,164,738,4.5,4,arkansas-state,/cfb/players/willie-harris-4,willie-harris-4,1974
2,Stan Winfrey,10,150,574,3.8,11,10,48,4.8,0,160,622,3.9,11,arkansas-state,/cfb/players/stan-winfrey-1,stan-winfrey-1,1974
3,Steve Burks,10,92,373,4.1,4,6,54,9.0,0,98,427,4.4,4,arkansas-state,/cfb/players/steve-burks-2,steve-burks-2,1974
4,John Tierney,10,47,192,4.1,0,1,4,4.0,0,48,196,4.1,0,arkansas-state,/cfb/players/john-tierney-1,john-tierney-1,1974
5,James Flynn,10,39,27,0.7,0,,,,,39,27,0.7,0,arkansas-state,/cfb/players/james-flynn-1,james-flynn-1,1974
6,Lyle Lattimore,10,34,121,3.6,1,,,,,34,121,3.6,1,arkansas-state,/cfb/players/lyle-lattimore-1,lyle-lattimore-1,1974
7,Tommy Foulks,10,29,116,4.0,1,,,,,29,116,4.0,1,arkansas-state,/cfb/players/tommy-foulks-1,tommy-foulks-1,1974
8,Burgess Heyward,10,27,89,3.3,0,1,0,0.0,0,28,89,3.2,0,arkansas-state,/cfb/players/burgess-heyward-1,burgess-heyward-1,1974
9,John Erwin,10,3,-7,-2.3,0,,,,,3,-7,-2.3,0,arkansas-state,/cfb/players/john-erwin-1,john-erwin-1,1974
10,John Kitterman,10,2,8,4.0,0,,,,,2,8,4.0,0,arkansas-state,/cfb/players/john-kitterman-1,john-kitterman-1,1974
11,Larry Lawrence,10,1,1,1.0,0,,,,,1,1,1.0,0,arkansas-state,/cfb/players/larry-lawrence-2,larry-lawrence-2,1974
12,Jimmy Wicks,10,1,-3,-3.0,0,12,199,16.6,1,13,196,15.1,1,arkansas-state,/cfb/players/jimmy-wicks-1,jimmy-wicks-1,1974
13,Jaime Klipsch,10,,,,,16,217,13.6,1,16,217,13.6,1,arkansas-state,/cfb/players/jaime-klipsch-1,jaime-klipsch-1,1974
14,Jimmy Lisko,10,,,,,2,28,14.0,0,2,28,14.0,0,arkansas-state,/cfb/players/jimmy-lisko-1,jimmy-lisko-1,1974
15,Terry Smith,10,,,,,2,14,7.0,1,2,14,7.0,1,arkansas-state,/cfb/players/terry-smith-8,terry-smith-8,1974
16,Tom Wiseman,10,,,,,1,41,41.0,0,1,41,41.0,0,arkansas-state,/cfb/players/tom-wiseman-1,tom-wiseman-1,1974
1,Dennis Bolden,11,186,1191,6.4,11,1,5,5.0,0,187,1196,6.4,11,arkansas-state,/cfb/players/dennis-bolden-1,dennis-bolden-1,1975
2,David Hines,11,170,672,4.0,16,1,11,11.0,1,171,683,4.0,17,arkansas-state,/cfb/players/david-hines-2,david-hines-2,1975
3,Leroy Harris,11,124,874,7.0,3,,,,,124,874,7.0,3,arkansas-state,/cfb/players/leroy-harris-2,leroy-harris-2,1975
4,Tommy Foulks,11,122,479,3.9,6,1,3,3.0,0,123,482,3.9,6,arkansas-state,/cfb/players/tommy-foulks-1,tommy-foulks-1,1975
5,Joey Davis,11,37,134,3.6,1,,,,,37,134,3.6,1,arkansas-state,/cfb/players/joey-davis-1,joey-davis-1,1975
6,John Tierney,11,29,129,4.4,0,1,4,4.0,0,30,133,4.4,0,arkansas-state,/cfb/players/john-tierney-1,john-tierney-1,1975
7,Buddy Adams,11,23,116,5.0,2,,,,,23,116,5.0,2,arkansas-state,/cfb/players/buddy-adams-1,buddy-adams-1,1975
8,Larry Harkless,11,19,71,3.7,2,1,-5,-5.0,0,20,66,3.3,2,arkansas-state,/cfb/players/larry-harkless-1,larry-harkless-1,1975
9,Randy Reed,11,14,34,2.4,0,,,,,14,34,2.4,0,arkansas-state,/cfb/players/randy-reed-2,randy-reed-2,1975
10,Larry Lawrence,11,12,40,3.3,1,1,12,12.0,0,13,52,4.0,1,arkansas-state,/cfb/players/larry-lawrence-2,larry-lawrence-2,1975
11,Orna Middlebrook,11,4,14,3.5,0,11,169,15.4,0,15,183,12.2,0,arkansas-state,/cfb/players/orna-middlebrook-1,orna-middlebrook-1,1975
12,Jimmy Wicks,11,2,5,2.5,0,10,196,19.6,2,12,201,16.8,2,arkansas-state,/cfb/players/jimmy-wicks-1,jimmy-wicks-1,1975
13,Dan Mullen,11,1,-29,-29.0,0,,,,,1,-29,-29.0,0,arkansas-state,/cfb/players/dan-mullen-2,dan-mullen-2,1975
14,Jaime Klipsch,11,,,,,5,66,13.2,0,5,66,13.2,0,arkansas-state,/cfb/players/jaime-klipsch-1,jaime-klipsch-1,1975
15,Jerome Miller,11,,,,,4,48,12.0,0,4,48,12.0,0,arkansas-state,/cfb/players/jerome-miller-1,jerome-miller-1,1975
16,Danny Garrison,11,,,,,3,49,16.3,0,3,49,16.3,0,arkansas-state,/cfb/players/danny-garrison-1,danny-garrison-1,1975
1,Leroy Harris,11,150,1046,7.0,12,7,211,30.1,1,157,1257,8.0,13,arkansas-state,/cfb/players/leroy-harris-2,leroy-harris-2,1976
2,Dennis Bolden,7,139,681,4.9,5,1,5,5.0,0,140,686,4.9,5,arkansas-state,/cfb/players/dennis-bolden-1,dennis-bolden-1,1976
3,Tommy Foulks,11,114,580,5.1,3,2,37,18.5,0,116,617,5.3,3,arkansas-state,/cfb/players/tommy-foulks-1,tommy-foulks-1,1976
4,Bucky Layne,9,92,233,2.5,5,,,,,92,233,2.5,5,arkansas-state,/cfb/players/bucky-layne-1,bucky-layne-1,1976
5,Randy Reed,8,35,-30,-0.9,4,,,,,35,-30,-0.9,4,arkansas-state,/cfb/players/randy-reed-2,randy-reed-2,1976
6,John Tierney,11,34,144,4.2,0,1,22,22.0,0,35,166,4.7,0,arkansas-state,/cfb/players/john-tierney-1,john-tierney-1,1976
7,Gene Bradley,11,28,40,1.4,2,,,,,28,40,1.4,2,arkansas-state,/cfb/players/gene-bradley-1,gene-bradley-1,1976
8,Larry Lawrence,6,14,61,4.4,0,,,,,14,61,4.4,0,arkansas-state,/cfb/players/larry-lawrence-2,larry-lawrence-2,1976
9,Buddy Adams,11,13,81,6.2,0,,,,,13,81,6.2,0,arkansas-state,/cfb/players/buddy-adams-1,buddy-adams-1,1976
10,Joey Davis,10,6,23,3.8,0,,,,,6,23,3.8,0,arkansas-state,/cfb/players/joey-davis-1,joey-davis-1,1976
11,Roy Painter,9,3,72,24.0,1,,,,,3,72,24.0,1,arkansas-state,/cfb/players/roy-painter-1,roy-painter-1,1976
12,Joe Griffin,11,3,35,11.7,0,,,,,3,35,11.7,0,arkansas-state,/cfb/players/joe-griffin-2,joe-griffin-2,1976
13,Jimmy Wicks,10,3,16,5.3,0,7,74,10.6,0,10,90,9.0,0,arkansas-state,/cfb/players/jimmy-wicks-1,jimmy-wicks-1,1976
14,Orna Middlebrook,10,1,24,24.0,0,13,215,16.5,2,14,239,17.1,2,arkansas-state,/cfb/players/orna-middlebrook-1,orna-middlebrook-1,1976
15,Cornelius Maddox,11,1,8,8.0,0,1,10,10.0,0,2,18,9.0,0,arkansas-state,/cfb/players/cornelius-maddox-1,cornelius-maddox-1,1976
16,Ron Meeks,11,1,6,6.0,0,,,,,1,6,6.0,0,arkansas-state,/cfb/players/ron-meeks-1,ron-meeks-1,1976
17,Dennis King,10,1,1,1.0,0,3,34,11.3,0,4,35,8.8,0,arkansas-state,/cfb/players/dennis-king-2,dennis-king-2,1976
18,Joe Slayton,11,1,-18,-18.0,0,,,,,1,-18,-18.0,0,arkansas-state,/cfb/players/joe-slayton-1,joe-slayton-1,1976
19,Danny Garrison,11,,,,,7,82,11.7,1,7,82,11.7,1,arkansas-state,/cfb/players/danny-garrison-1,danny-garrison-1,1976
20,Jerome Miller,11,,,,,5,57,11.4,0,5,57,11.4,0,arkansas-state,/cfb/players/jerome-miller-1,jerome-miller-1,1976
21,Glen Koenig,3,,,,,1,14,14.0,0,1,14,14.0,0,arkansas-state,/cfb/players/glen-koenig-1,glen-koenig-1,1976
1,Kennon Taylor,11,130,285,2.2,7,,,,,130,285,2.2,7,arkansas-state,/cfb/players/kennon-taylor-1,kennon-taylor-1,1977
2,Larry Lawrence,6,120,480,4.0,4,4,32,8.0,0,124,512,4.1,4,arkansas-state,/cfb/players/larry-lawrence-2,larry-lawrence-2,1977
3,Joe Griffin,11,115,635,5.5,0,,,,,115,635,5.5,0,arkansas-state,/cfb/players/joe-griffin-2,joe-griffin-2,1977
4,Tommy Foulks,11,100,402,4.0,2,7,46,6.6,0,107,448,4.2,2,arkansas-state,/cfb/players/tommy-foulks-1,tommy-foulks-1,1977
5,Larry Harkless,11,47,189,4.0,3,2,18,9.0,0,49,207,4.2,3,arkansas-state,/cfb/players/larry-harkless-1,larry-harkless-1,1977
6,Ron Norman,11,14,70,5.0,0,,,,,14,70,5.0,0,arkansas-state,/cfb/players/ron-norman-1,ron-norman-1,1977
7,Johnnie Roberts,9,12,22,1.8,0,,,,,12,22,1.8,0,arkansas-state,/cfb/players/johnnie-roberts-1,johnnie-roberts-1,1977
8,Randy Reed,11,7,26,3.7,0,,,,,7,26,3.7,0,arkansas-state,/cfb/players/randy-reed-2,randy-reed-2,1977
9,Tony Palone,6,7,6,0.9,0,,,,,7,6,0.9,0,arkansas-state,/cfb/players/tony-palone-1,tony-palone-1,1977
10,Gene Bradley,5,5,21,4.2,0,4,87,21.8,1,9,108,12.0,1,arkansas-state,/cfb/players/gene-bradley-1,gene-bradley-1,1977
11,Cornelius Maddox,6,5,16,3.2,0,,,,,5,16,3.2,0,arkansas-state,/cfb/players/cornelius-maddox-1,cornelius-maddox-1,1977
12,Alex Herman,3,3,-10,-3.3,0,,,,,3,-10,-3.3,0,arkansas-state,/cfb/players/alex-herman-2,alex-herman-2,1977
13,Joe Slayton,11,1,0,0.0,0,,,,,1,0,0.0,0,arkansas-state,/cfb/players/joe-slayton-1,joe-slayton-1,1977
14,Dikki Dyson,11,,,,,40,710,17.8,1,40,710,17.8,1,arkansas-state,/cfb/players/dikki-dyson-1,dikki-dyson-1,1977
15,Jimmy Wicks,11,,,,,25,353,14.1,3,25,353,14.1,3,arkansas-state,/cfb/players/jimmy-wicks-1,jimmy-wicks-1,1977
16,Danny Garrison,11,,,,,11,157,14.3,1,11,157,14.3,1,arkansas-state,/cfb/players/danny-garrison-1,danny-garrison-1,1977
17,Les Young,11,,,,,2,20,10.0,0,2,20,10.0,0,arkansas-state,/cfb/players/les-young-2,les-young-2,1977
1,Larry Lawrence,11,254,1039,4.1,6,14,151,10.8,0,268,1190,4.4,6,arkansas-state,/cfb/players/larry-lawrence-2,larry-lawrence-2,1978
2,Joe Griffin,11,151,690,4.6,1,2,16,8.0,0,153,706,4.6,1,arkansas-state,/cfb/players/joe-griffin-2,joe-griffin-2,1978
3,Kennon Taylor,11,110,94,0.9,3,1,13,13.0,0,111,107,1.0,3,arkansas-state,/cfb/players/kennon-taylor-1,kennon-taylor-1,1978
4,Bobby Young,10,17,40,2.4,0,,,,,17,40,2.4,0,arkansas-state,/cfb/players/bobby-young-1,bobby-young-1,1978
5,Gene Bradley,5,11,55,5.0,0,,,,,11,55,5.0,0,arkansas-state,/cfb/players/gene-bradley-1,gene-bradley-1,1978
6,Anthony Williams,5,8,31,3.9,0,1,8,8.0,0,9,39,4.3,0,arkansas-state,/cfb/players/anthony-williams-5,anthony-williams-5,1978
7,Ron Norman,11,7,30,4.3,1,,,,,7,30,4.3,1,arkansas-state,/cfb/players/ron-norman-1,ron-norman-1,1978
8,Don Barnett,8,6,70,11.7,1,,,,,6,70,11.7,1,arkansas-state,/cfb/players/don-barnett-1,don-barnett-1,1978
9,Kevin Konecny,10,5,7,1.4,0,,,,,5,7,1.4,0,arkansas-state,/cfb/players/kevin-konecny-1,kevin-konecny-1,1978
10,Randy Reed,5,5,-15,-3.0,0,,,,,5,-15,-3.0,0,arkansas-state,/cfb/players/randy-reed-2,randy-reed-2,1978
11,Steve Hanschen,11,4,-8,-2.0,0,3,43,14.3,0,7,35,5.0,0,arkansas-state,/cfb/players/steve-hanschen-1,steve-hanschen-1,1978
12,Alex Herman,11,2,10,5.0,0,7,69,9.9,0,9,79,8.8,0,arkansas-state,/cfb/players/alex-herman-2,alex-herman-2,1978
13,Jerome Miller,11,1,3,3.0,0,24,473,19.7,2,25,476,19.0,2,arkansas-state,/cfb/players/jerome-miller-1,jerome-miller-1,1978
14,Dikki Dyson,11,,,,,19,236,12.4,1,19,236,12.4,1,arkansas-state,/cfb/players/dikki-dyson-1,dikki-dyson-1,1978
15,Danny Garrison,11,,,,,11,154,14.0,0,11,154,14.0,0,arkansas-state,/cfb/players/danny-garrison-1,danny-garrison-1,1978
