rk,player,g,att,yds,avg,td,rec,yds_2,avg_2,td_2,plays,yds_3,avg_3,td_3,school,player_link,player_id,season
14,Omega Hogan,12,1,-2,-2.0,0,,,,,1,-2,-2.0,0,hawaii,/cfb/players/omega-hogan-1,omega-hogan-1,2003
15,Kurt Milne,13,1,-8,-8.0,0,,,,,1,-8,-8.0,0,hawaii,/cfb/players/kurt-milne-1,kurt-milne-1,2003
16,Jeremiah Cockheran,12,,,,,61,997,16.3,9,61,997,16.3,9,hawaii,/cfb/players/jeremiah-cockheran-1,jeremiah-cockheran-1,2003
17,Britton Komine,13,,,,,53,602,11.4,5,53,602,11.4,5,hawaii,/cfb/players/britton-komine-1,britton-komine-1,2003
18,Jason Rivers,12,,,,,48,594,12.4,5,48,594,12.4,5,hawaii,/cfb/players/jason-rivers-1,jason-rivers-1,2003
19,Gerald Welch,13,,,,,43,462,10.7,4,43,462,10.7,4,hawaii,/cfb/players/gerald-welch-1,gerald-welch-1,2003
20,Clifton Herbert,13,,,,,11,186,16.9,2,11,186,16.9,2,hawaii,/cfb/players/clifton-herbert-1,clifton-herbert-1,2003
21,Michael Miyashiro,9,,,,,11,82,7.5,1,11,82,7.5,1,hawaii,/cfb/players/michael-miyashiro-1,michael-miyashiro-1,2003
22,Daniel Inferrera,5,,,,,7,54,7.7,0,7,54,7.7,0,hawaii,/cfb/players/daniel-inferrera-1,daniel-inferrera-1,2003
23,Nate Ilaoa,1,,,,,2,51,25.5,0,2,51,25.5,0,hawaii,/cfb/players/nate-ilaoa-1,nate-ilaoa-1,2003
24,Sean Stennis,5,,,,,2,21,10.5,0,2,21,10.5,0,hawaii,/cfb/players/sean-stennis-1,sean-stennis-1,2003
25,David Gilmore,14,,,,,1,43,43.0,1,1,43,43.0,1,hawaii,/cfb/players/david-gilmore-1,david-gilmore-1,2003
26,Derek Faavi,12,,,,,1,-1,-1.0,0,1,-1,-1.0,0,hawaii,/cfb/players/derek-faavi-1,derek-faavi-1,2003
1,Michael Brewster,13,113,722,6.4,6,34,273,8.0,1,147,995,6.8,7,hawaii,/cfb/players/michael-brewster-1,michael-brewster-1,2004
2,West Keliikipi,12,72,336,4.7,7,17,131,7.7,0,89,467,5.2,7,hawaii,/cfb/players/west-keliikipi-1,west-keliikipi-1,2004
3,Timmy Chang,13,37,15,0.4,2,,,,,37,15,0.4,2,hawaii,/cfb/players/timmy-chang-1,timmy-chang-1,2004
4,Kainoa Akina,7,12,102,8.5,0,,,,,12,102,8.5,0,hawaii,/cfb/players/kainoa-akina-1,kainoa-akina-1,2004
5,Kala Latuselu,8,7,29,4.1,1,,,,,7,29,4.1,1,hawaii,/cfb/players/kala-latuselu-1,kala-latuselu-1,2004
6,Brandon Satcher,2,6,34,5.7,0,,,,,6,34,5.7,0,hawaii,/cfb/players/brandon-satcher-1,brandon-satcher-1,2004
7,Jeffrey Rhode,2,6,34,5.7,0,,,,,6,34,5.7,0,hawaii,/cfb/players/jeffrey-rhode-1,jeffrey-rhode-1,2004
8,Bryan Maneafaiga,3,4,19,4.8,1,,,,,4,19,4.8,1,hawaii,/cfb/players/bryan-maneafaiga-1,bryan-maneafaiga-1,2004
9,Mike Bass,2,2,5,2.5,0,,,,,2,5,2.5,0,hawaii,/cfb/players/mike-bass-1,mike-bass-1,2004
10,Jack Rolovich,2,1,5,5.0,0,,,,,1,5,5.0,0,hawaii,/cfb/players/jack-rolovich-1,jack-rolovich-1,2004
11,Chad Owens,13,1,0,0.0,0,102,1290,12.6,17,103,1290,12.5,17,hawaii,/cfb/players/chad-owens-1,chad-owens-1,2004
12,Jason Rivers,13,,,,,80,973,12.2,7,80,973,12.2,7,hawaii,/cfb/players/jason-rivers-1,jason-rivers-1,2004
13,Britton Komine,13,,,,,53,788,14.9,4,53,788,14.9,4,hawaii,/cfb/players/britton-komine-1,britton-komine-1,2004
14,Gerald Welch,13,,,,,45,515,11.4,5,45,515,11.4,5,hawaii,/cfb/players/gerald-welch-1,gerald-welch-1,2004
15,Ross Dickerson,13,,,,,15,143,9.5,1,15,143,9.5,1,hawaii,/cfb/players/ross-dickerson-1,ross-dickerson-1,2004
16,Se'e Poumele,6,,,,,13,151,11.6,2,13,151,11.6,2,hawaii,/cfb/players/see-poumele-1,see-poumele-1,2004
17,Ian Sample,4,,,,,7,71,10.1,0,7,71,10.1,0,hawaii,/cfb/players/ian-sample-1,ian-sample-1,2004
18,Jason Ferguson,11,,,,,2,60,30.0,0,2,60,30.0,0,hawaii,/cfb/players/jason-ferguson-1,jason-ferguson-1,2004
19,Marcus Weems,3,,,,,1,6,6.0,0,1,6,6.0,0,hawaii,/cfb/players/marcus-weems-1,marcus-weems-1,2004
20,Rene Melson,6,,,,,1,1,1.0,0,1,1,1.0,0,hawaii,/cfb/players/rene-melson-1,rene-melson-1,2004
1,Colt Brennan,12,99,154,1.6,2,,,,,99,154,1.6,2,hawaii,/cfb/players/colt-brennan-1,colt-brennan-1,2005
2,Nate Ilaoa,12,85,643,7.6,6,36,274,7.6,1,121,917,7.6,7,hawaii,/cfb/players/nate-ilaoa-1,nate-ilaoa-1,2005
3,Tyler Graunke,10,21,68,3.2,0,,,,,21,68,3.2,0,hawaii,/cfb/players/tyler-graunke-1,tyler-graunke-1,2005
4,Mario Cox,8,16,71,4.4,0,5,48,9.6,0,21,119,5.7,0,hawaii,/cfb/players/mario-cox-1,mario-cox-1,2005
5,Reagan Mauia,6,12,59,4.9,1,,,,,12,59,4.9,1,hawaii,/cfb/players/reagan-mauia-1,reagan-mauia-1,2005
6,David Farmer,10,12,49,4.1,1,11,71,6.5,1,23,120,5.2,2,hawaii,/cfb/players/david-farmer-1,david-farmer-1,2005
7,Bryan Maneafaiga,2,12,30,2.5,0,8,75,9.4,1,20,105,5.3,1,hawaii,/cfb/players/bryan-maneafaiga-1,bryan-maneafaiga-1,2005
8,Kala Latuselu,3,7,11,1.6,0,4,7,1.8,0,11,18,1.6,0,hawaii,/cfb/players/kala-latuselu-1,kala-latuselu-1,2005
9,Mikhail Kafentzis,3,4,11,2.8,0,2,9,4.5,0,6,20,3.3,0,hawaii,/cfb/players/mikhail-kafentzis-1,mikhail-kafentzis-1,2005
10,Ryan Grice-Mullen,12,2,18,9.0,1,85,1228,14.4,12,87,1246,14.3,13,hawaii,/cfb/players/ryan-grice-mullen-1,ryan-grice-mullen-1,2005
11,Davone Bess,12,1,6,6.0,0,89,1124,12.6,14,90,1130,12.6,14,hawaii,/cfb/players/davone-bess-1,davone-bess-1,2005
12,Jordan Slye,5,,,,,7,104,14.9,0,7,104,14.9,0,hawaii,/cfb/players/jordan-slye-1,jordan-slye-1,2005
13,Ross Dickerson,12,,,,,51,725,14.2,4,51,725,14.2,4,hawaii,/cfb/players/ross-dickerson-1,ross-dickerson-1,2005
14,Chad Mock,8,,,,,42,502,12.0,1,42,502,12.0,1,hawaii,/cfb/players/chad-mock-1,chad-mock-1,2005
15,Michael Washington,7,,,,,13,86,6.6,0,13,86,6.6,0,hawaii,/cfb/players/michael-washington-1,michael-washington-1,2005
16,Ian Sample,3,,,,,12,172,14.3,1,12,172,14.3,1,hawaii,/cfb/players/ian-sample-1,ian-sample-1,2005
17,Aaron Bain,8,,,,,5,88,17.6,2,5,88,17.6,2,hawaii,/cfb/players/aaron-bain-1,aaron-bain-1,2005
18,Andre Taylor,11,,,,,3,47,15.7,0,3,47,15.7,0,hawaii,/cfb/players/andre-taylor-1,andre-taylor-1,2005
19,Dylan Linkner,7,,,,,3,29,9.7,0,3,29,9.7,0,hawaii,/cfb/players/dylan-linkner-1,dylan-linkner-1,2005
20,Patrick Olchovy,3,,,,,2,16,8.0,0,2,16,8.0,0,hawaii,/cfb/players/patrick-olchovy-1,patrick-olchovy-1,2005
21,Jason Ferguson,1,,,,,1,6,6.0,0,1,6,6.0,0,hawaii,/cfb/players/jason-ferguson-1,jason-ferguson-1,2005
1,Nate Ilaoa,13,131,990,7.6,13,67,837,12.5,5,198,1827,9.2,18,hawaii,/cfb/players/nate-ilaoa-1,nate-ilaoa-1,2006
2,Colt Brennan,14,86,366,4.3,5,,,,,86,366,4.3,5,hawaii,/cfb/players/colt-brennan-1,colt-brennan-1,2006
3,Reagan Mauia,13,31,153,4.9,2,10,109,10.9,1,41,262,6.4,3,hawaii,/cfb/players/reagan-mauia-1,reagan-mauia-1,2006
4,Inoke Funaki,12,10,34,3.4,0,,,,,10,34,3.4,0,hawaii,/cfb/players/inoke-funaki-1,inoke-funaki-1,2006
5,Tyler Graunke,7,9,30,3.3,1,,,,,9,30,3.3,1,hawaii,/cfb/players/tyler-graunke-1,tyler-graunke-1,2006
6,David Farmer,13,7,30,4.3,1,4,12,3.0,0,11,42,3.8,1,hawaii,/cfb/players/david-farmer-1,david-farmer-1,2006
7,Jason Laumoli,1,4,34,8.5,0,,,,,4,34,8.5,0,hawaii,/cfb/players/jason-laumoli-1,jason-laumoli-1,2006
8,Ross Dickerson,14,4,13,3.3,0,54,726,13.4,7,58,739,12.7,7,hawaii,/cfb/players/ross-dickerson-1,ross-dickerson-1,2006
9,Khevin Peoples,2,4,7,1.8,0,,,,,4,7,1.8,0,hawaii,/cfb/players/khevin-peoples-1,khevin-peoples-1,2006
10,Siave Seti,4,3,2,0.7,0,1,4,4.0,0,4,6,1.5,0,hawaii,/cfb/players/siave-seti-1,siave-seti-1,2006
11,Ryan Grice-Mullen,10,2,24,12.0,0,46,770,16.7,11,48,794,16.5,11,hawaii,/cfb/players/ryan-grice-mullen-1,ryan-grice-mullen-1,2006
12,Davone Bess,14,,,,,96,1220,12.7,15,96,1220,12.7,15,hawaii,/cfb/players/davone-bess-1,davone-bess-1,2006
13,Jason Rivers,14,,,,,72,1178,16.4,10,72,1178,16.4,10,hawaii,/cfb/players/jason-rivers-1,jason-rivers-1,2006
14,Ian Sample,14,,,,,54,690,12.8,10,54,690,12.8,10,hawaii,/cfb/players/ian-sample-1,ian-sample-1,2006
15,Chad Mock,14,,,,,26,378,14.5,3,26,378,14.5,3,hawaii,/cfb/players/chad-mock-1,chad-mock-1,2006
16,Aaron Bain,9,,,,,7,69,9.9,0,7,69,9.9,0,hawaii,/cfb/players/aaron-bain-1,aaron-bain-1,2006
17,Malcolm Lane,11,,,,,3,120,40.0,0,3,120,40.0,0,hawaii,/cfb/players/malcolm-lane-1,malcolm-lane-1,2006
18,Michael Washington,9,,,,,3,50,16.7,0,3,50,16.7,0,hawaii,/cfb/players/michael-washington-1,michael-washington-1,2006
19,Dylan Linkner,2,,,,,1,15,15.0,0,1,15,15.0,0,hawaii,/cfb/players/dylan-linkner-1,dylan-linkner-1,2006
1,Colt Brennan,12,82,27,0.3,8,,,,,82,27,0.3,8,hawaii,/cfb/players/colt-brennan-1,colt-brennan-1,2007
2,Kealoha Pilares,11,68,388,5.7,3,26,249,9.6,1,94,637,6.8,4,hawaii,/cfb/players/kealoha-pilares-1,kealoha-pilares-1,2007
3,Leon Wright-Jackson,10,33,219,6.6,2,16,146,9.1,0,49,365,7.4,2,hawaii,/cfb/players/leon-wright-jackson-1,leon-wright-jackson-1,2007
4,Daniel Libre,5,23,190,8.3,0,9,76,8.4,0,32,266,8.3,0,hawaii,/cfb/players/daniel-libre-1,daniel-libre-1,2007
5,Tyler Graunke,8,21,11,0.5,3,1,1,1.0,0,22,12,0.5,3,hawaii,/cfb/players/tyler-graunke-1,tyler-graunke-1,2007
6,David Farmer,13,14,41,2.9,0,9,95,10.6,1,23,136,5.9,1,hawaii,/cfb/players/david-farmer-1,david-farmer-1,2007
7,Inoke Funaki,5,11,59,5.4,0,,,,,11,59,5.4,0,hawaii,/cfb/players/inoke-funaki-1,inoke-funaki-1,2007
8,Jason Laumoli,7,5,19,3.8,0,1,3,3.0,0,6,22,3.7,0,hawaii,/cfb/players/jason-laumoli-1,jason-laumoli-1,2007
9,Mario Cox,6,4,9,2.3,0,2,15,7.5,0,6,24,4.0,0,hawaii,/cfb/players/mario-cox-1,mario-cox-1,2007
10,Alonzo Chopp,3,3,3,1.0,0,2,21,10.5,0,5,24,4.8,0,hawaii,/cfb/players/alonzo-chopp-1,alonzo-chopp-1,2007
11,Ryan Grice-Mullen,13,2,2,1.0,0,106,1372,12.9,13,108,1374,12.7,13,hawaii,/cfb/players/ryan-grice-mullen-1,ryan-grice-mullen-1,2007
12,Desmond Thomas,13,1,-3,-3.0,0,,,,,1,-3,-3.0,0,hawaii,/cfb/players/desmond-thomas-1,desmond-thomas-1,2007
13,Davone Bess,13,,,,,108,1266,11.7,12,108,1266,11.7,12,hawaii,/cfb/players/davone-bess-1,davone-bess-1,2007
14,Jason Rivers,12,,,,,92,1174,12.8,13,92,1174,12.8,13,hawaii,/cfb/players/jason-rivers-1,jason-rivers-1,2007
15,C.J. Hawthorne,13,,,,,61,859,14.1,6,61,859,14.1,6,hawaii,/cfb/players/cj-hawthorne-1,cj-hawthorne-1,2007
16,Malcolm Lane,13,,,,,14,270,19.3,2,14,270,19.3,2,hawaii,/cfb/players/malcolm-lane-1,malcolm-lane-1,2007
17,Aaron Bain,8,,,,,5,73,14.6,1,5,73,14.6,1,hawaii,/cfb/players/aaron-bain-1,aaron-bain-1,2007
18,Michael Washington,9,,,,,3,51,17.0,1,3,51,17.0,1,hawaii,/cfb/players/michael-washington-1,michael-washington-1,2007
19,Greg Salas,7,,,,,3,35,11.7,1,3,35,11.7,1,hawaii,/cfb/players/greg-salas-1,greg-salas-1,2007
20,Jon Medeiros,1,,,,,1,7,7.0,0,1,7,7.0,0,hawaii,/cfb/players/jon-medeiros-1,jon-medeiros-1,2007
1,Daniel Libre,13,99,443,4.5,6,15,86,5.7,0,114,529,4.6,6,hawaii,/cfb/players/daniel-libre-1,daniel-libre-1,2008
2,Greg Alexander,9,90,139,1.5,3,,,,,90,139,1.5,3,hawaii,/cfb/players/greg-alexander-1,greg-alexander-1,2008
3,Inoke Funaki,11,74,215,2.9,1,,,,,74,215,2.9,1,hawaii,/cfb/players/inoke-funaki-1,inoke-funaki-1,2008
4,Kealoha Pilares,10,56,300,5.4,5,29,246,8.5,2,85,546,6.4,7,hawaii,/cfb/players/kealoha-pilares-1,kealoha-pilares-1,2008
5,Leon Wright-Jackson,10,28,102,3.6,1,10,70,7.0,0,38,172,4.5,1,hawaii,/cfb/players/leon-wright-jackson-1,leon-wright-jackson-1,2008
6,Jayson Rego,14,21,91,4.3,0,,,,,21,91,4.3,0,hawaii,/cfb/players/jayson-rego-1,jayson-rego-1,2008
7,David Farmer,11,18,59,3.3,2,6,41,6.8,0,24,100,4.2,2,hawaii,/cfb/players/david-farmer-1,david-farmer-1,2008
8,Tyler Graunke,4,5,-20,-4.0,0,,,,,5,-20,-4.0,0,hawaii,/cfb/players/tyler-graunke-1,tyler-graunke-1,2008
9,Khevin Peoples,9,4,-9,-2.3,0,,,,,4,-9,-2.3,0,hawaii,/cfb/players/khevin-peoples-1,khevin-peoples-1,2008
10,Michael Washington,14,2,9,4.5,0,62,789,12.7,6,64,798,12.5,6,hawaii,/cfb/players/michael-washington-1,michael-washington-1,2008
11,Alonzo Chopp,1,2,7,3.5,0,,,,,2,7,3.5,0,hawaii,/cfb/players/alonzo-chopp-1,alonzo-chopp-1,2008
12,Ryan Mouton,13,2,0,0.0,0,8,71,8.9,0,10,71,7.1,0,hawaii,/cfb/players/ryan-mouton-1,ryan-mouton-1,2008
13,Brent Rausch,3,2,0,0.0,0,,,,,2,0,0.0,0,hawaii,/cfb/players/brent-rausch-1,brent-rausch-1,2008
14,Jake Santos,1,1,0,0.0,0,,,,,1,0,0.0,0,hawaii,/cfb/players/jake-santos-1,jake-santos-1,2008
15,Greg Salas,14,,,,,57,831,14.6,3,57,831,14.6,3,hawaii,/cfb/players/greg-salas-1,greg-salas-1,2008
16,Aaron Bain,14,,,,,52,557,10.7,6,52,557,10.7,6,hawaii,/cfb/players/aaron-bain-1,aaron-bain-1,2008
17,Malcolm Lane,14,,,,,35,613,17.5,6,35,613,17.5,6,hawaii,/cfb/players/malcolm-lane-1,malcolm-lane-1,2008
18,Jon Medeiros,10,,,,,9,98,10.9,1,9,98,10.9,1,hawaii,/cfb/players/jon-medeiros-1,jon-medeiros-1,2008
19,Royce Pollard,8,,,,,4,71,17.8,0,4,71,17.8,0,hawaii,/cfb/players/royce-pollard-1,royce-pollard-1,2008
20,Jovonte Taylor,3,,,,,2,38,19.0,0,2,38,19.0,0,hawaii,/cfb/players/jovonte-taylor-1,jovonte-taylor-1,2008
21,Nathaniel Nasca,7,,,,,1,7,7.0,0,1,7,7.0,0,hawaii,/cfb/players/nathaniel-nasca-1,nathaniel-nasca-1,2008
1,Alex Green,13,86,453,5.3,2,11,98,8.9,1,97,551,5.7,3,hawaii,/cfb/players/alex-green-2,alex-green-2,2009
2,Leon Wright-Jackson,13,74,554,7.5,7,17,127,7.5,0,91,681,7.5,7,hawaii,/cfb/players/leon-wright-jackson-1,leon-wright-jackson-1,2009
3,Bryant Moniz,10,58,117,2.0,1,,,,,58,117,2.0,1,hawaii,/cfb/players/bryant-moniz-1,bryant-moniz-1,2009
4,Greg Alexander,4,37,103,2.8,0,,,,,37,103,2.8,0,hawaii,/cfb/players/greg-alexander-1,greg-alexander-1,2009
5,Chizzy Dimude,6,11,67,6.1,0,4,27,6.8,0,15,94,6.3,0,hawaii,/cfb/players/chizzy-dimude-1,chizzy-dimude-1,2009
6,Inoke Funaki,13,9,34,3.8,1,1,4,4.0,0,10,38,3.8,1,hawaii,/cfb/players/inoke-funaki-1,inoke-funaki-1,2009
7,Shane Austin,4,6,-29,-4.8,1,,,,,6,-29,-4.8,1,hawaii,/cfb/players/shane-austin-1,shane-austin-1,2009
8,Jayson Rego,8,4,17,4.3,0,,,,,4,17,4.3,0,hawaii,/cfb/players/jayson-rego-1,jayson-rego-1,2009
9,Kealoha Pilares,13,1,13,13.0,0,66,690,10.5,4,67,703,10.5,4,hawaii,/cfb/players/kealoha-pilares-1,kealoha-pilares-1,2009
10,Jovonte Taylor,13,1,-3,-3.0,0,33,445,13.5,4,34,442,13.0,4,hawaii,/cfb/players/jovonte-taylor-1,jovonte-taylor-1,2009
11,Greg Salas,13,,,,,106,1590,15.0,8,106,1590,15.0,8,hawaii,/cfb/players/greg-salas-1,greg-salas-1,2009
12,Jon Medeiros,10,,,,,47,589,12.5,3,47,589,12.5,3,hawaii,/cfb/players/jon-medeiros-1,jon-medeiros-1,2009
13,Rodney Bradley,7,,,,,31,575,18.5,5,31,575,18.5,5,hawaii,/cfb/players/rodney-bradley-1,rodney-bradley-1,2009
14,Royce Pollard,8,,,,,15,157,10.5,0,15,157,10.5,0,hawaii,/cfb/players/royce-pollard-1,royce-pollard-1,2009
15,Joe Avery,8,,,,,6,64,10.7,0,6,64,10.7,0,hawaii,/cfb/players/joe-avery-1,joe-avery-1,2009
16,Dustin Blount,4,,,,,1,8,8.0,0,1,8,8.0,0,hawaii,/cfb/players/dustin-blount-1,dustin-blount-1,2009
17,Ryan Henry,12,,,,,1,7,7.0,0,1,7,7.0,0,hawaii,/cfb/players/ryan-henry-1,ryan-henry-1,2009
1,Alex Green,14,146,1199,8.2,18,27,363,13.4,1,173,1562,9.0,19,hawaii,/cfb/players/alex-green-2,alex-green-2,2010
2,Bryant Moniz,14,81,102,1.3,4,,,,,81,102,1.3,4,hawaii,/cfb/players/bryant-moniz-1,bryant-moniz-1,2010
3,Chizzy Dimude,14,44,258,5.9,1,5,59,11.8,1,49,317,6.5,2,hawaii,/cfb/players/chizzy-dimude-1,chizzy-dimude-1,2010
4,Hogan Rosehill,1,5,24,4.8,0,,,,,5,24,4.8,0,hawaii,/cfb/players/hogan-rosehill-1,hogan-rosehill-1,2010
5,Jake Heun,14,5,10,2.0,1,,,,,5,10,2.0,1,hawaii,/cfb/players/jake-heun-1,jake-heun-1,2010
6,Shane Austin,14,4,-3,-0.8,1,,,,,4,-3,-0.8,1,hawaii,/cfb/players/shane-austin-1,shane-austin-1,2010
7,Jordan Monico,13,3,12,4.0,0,,,,,3,12,4.0,0,hawaii,/cfb/players/jordan-monico-1,jordan-monico-1,2010
8,Brent Rausch,6,3,-13,-4.3,0,,,,,3,-13,-4.3,0,hawaii,/cfb/players/brent-rausch-1,brent-rausch-1,2010
9,David Graves,10,2,12,6.0,0,,,,,2,12,6.0,0,hawaii,/cfb/players/david-graves-1,david-graves-1,2010
10,Rodney Bradley,12,1,2,2.0,0,48,511,10.6,1,49,513,10.5,1,hawaii,/cfb/players/rodney-bradley-1,rodney-bradley-1,2010
11,Greg Salas,14,,,,,119,1889,15.9,14,119,1889,15.9,14,hawaii,/cfb/players/greg-salas-1,greg-salas-1,2010
12,Kealoha Pilares,13,,,,,88,1306,14.8,15,88,1306,14.8,15,hawaii,/cfb/players/kealoha-pilares-1,kealoha-pilares-1,2010
13,Royce Pollard,14,,,,,64,901,14.1,7,64,901,14.1,7,hawaii,/cfb/players/royce-pollard-1,royce-pollard-1,2010
14,Dustin Blount,11,,,,,20,182,9.1,2,20,182,9.1,2,hawaii,/cfb/players/dustin-blount-1,dustin-blount-1,2010
15,Billy Ray Stutzmann,12,,,,,13,130,10.0,1,13,130,10.0,1,hawaii,/cfb/players/billy-ray-stutzmann-1,billy-ray-stutzmann-1,2010
16,Jeremiah Ostrowski,9,,,,,4,94,23.5,0,4,94,23.5,0,hawaii,/cfb/players/jeremiah-ostrowski-1,jeremiah-ostrowski-1,2010
17,Mike Tinoco,9,,,,,2,43,21.5,0,2,43,21.5,0,hawaii,/cfb/players/mike-tinoco-1,mike-tinoco-1,2010
18,Joe Avery,6,,,,,2,35,17.5,0,2,35,17.5,0,hawaii,/cfb/players/joe-avery-1,joe-avery-1,2010
19,Ryan Henry,6,,,,,1,9,9.0,0,1,9,9.0,0,hawaii,/cfb/players/ryan-henry-1,ryan-henry-1,2010
20,Allen Sampson,13,,,,,1,-2,-2.0,0,1,-2,-2.0,0,hawaii,/cfb/players/allen-sampson-1,allen-sampson-1,2010
1,Joey Iosefa,13,110,548,5.0,7,20,122,6.1,1,130,670,5.2,8,hawaii,/cfb/players/joey-iosefa-1,joey-iosefa-1,2011
2,Bryant Moniz,10,81,293,3.6,8,,,,,81,293,3.6,8,hawaii,/cfb/players/bryant-moniz-1,bryant-moniz-1,2011
3,Sterling Jackson,12,57,246,4.3,2,3,36,12.0,1,60,282,4.7,3,hawaii,/cfb/players/sterling-jackson-1,sterling-jackson-1,2011
4,David Graves,6,30,154,5.1,5,,,,,30,154,5.1,5,hawaii,/cfb/players/david-graves-1,david-graves-1,2011
5,John Lister,13,7,17,2.4,0,2,7,3.5,0,9,24,2.7,0,hawaii,/cfb/players/john-lister-1,john-lister-1,2011
6,Shane Austin,13,6,-16,-2.7,0,,,,,6,-16,-2.7,0,hawaii,/cfb/players/shane-austin-1,shane-austin-1,2011
7,Allen Sampson,7,1,10,10.0,0,18,186,10.3,2,19,196,10.3,2,hawaii,/cfb/players/allen-sampson-1,allen-sampson-1,2011
8,Cayman Shutter,1,1,0,0.0,0,,,,,1,0,0.0,0,hawaii,/cfb/players/cayman-shutter-1,cayman-shutter-1,2011
9,Breydan Torres-Keohopak,2,,,,,2,13,6.5,0,2,13,6.5,0,hawaii,/cfb/players/breydan-torres-keohopak-1,breydan-torres-keohopak-1,2011
10,Billy Ray Stutzmann,13,,,,,78,910,11.7,4,78,910,11.7,4,hawaii,/cfb/players/billy-ray-stutzmann-1,billy-ray-stutzmann-1,2011
11,Royce Pollard,12,,,,,71,1011,14.2,8,71,1011,14.2,8,hawaii,/cfb/players/royce-pollard-1,royce-pollard-1,2011
12,Jeremiah Ostrowski,10,,,,,65,687,10.6,5,65,687,10.6,5,hawaii,/cfb/players/jeremiah-ostrowski-1,jeremiah-ostrowski-1,2011
13,Justin Clapp,8,,,,,38,356,9.4,4,38,356,9.4,4,hawaii,/cfb/players/justin-clapp-1,justin-clapp-1,2011
14,Trevor Davis,7,,,,,28,366,13.1,3,28,366,13.1,3,hawaii,/cfb/players/trevor-davis-1,trevor-davis-1,2011
15,Darius Bright,7,,,,,19,192,10.1,1,19,192,10.1,1,hawaii,/cfb/players/darius-bright-1,darius-bright-1,2011
16,Scott Harding,12,,,,,6,67,11.2,0,6,67,11.2,0,hawaii,/cfb/players/scott-harding-1,scott-harding-1,2011
17,Corey Paclebar,6,,,,,5,40,8.0,0,5,40,8.0,0,hawaii,/cfb/players/corey-paclebar-1,corey-paclebar-1,2011
18,Breydan Torres-Keohopaku,2,,,,,2,13,6.5,0,2,13,6.5,0,hawaii,/cfb/players/breydan-torres-keohopaku-1,breydan-torres-keohopaku-1,2011
19,Charles Clay,13,,,,,2,9,4.5,0,2,9,4.5,0,hawaii,/cfb/players/charles-clay-4,charles-clay-4,2011
20,Jett Jasper,1,,,,,1,12,12.0,0,1,12,12.0,0,hawaii,/cfb/players/jett-jasper-1,jett-jasper-1,2011
21,Terence Bell,5,,,,,1,0,0.0,0,1,0,0.0,0,hawaii,/cfb/players/terence-bell-1,terence-bell-1,2011
1,Will Gregory,11,137,691,5.0,3,4,8,2.0,0,141,699,5.0,3,hawaii,/cfb/players/will-gregory-1,will-gregory-1,2012
2,Joey Iosefa,8,125,463,3.7,1,19,153,8.1,1,144,616,4.3,2,hawaii,/cfb/players/joey-iosefa-1,joey-iosefa-1,2012
3,Sean Schroeder,12,54,-169,-3.1,1,,,,,54,-169,-3.1,1,hawaii,/cfb/players/sean-schroeder-1,sean-schroeder-1,2012
4,Sterling Jackson,9,52,175,3.4,2,1,3,3.0,0,53,178,3.4,2,hawaii,/cfb/players/sterling-jackson-1,sterling-jackson-1,2012
5,John Lister,12,41,149,3.6,4,14,124,8.9,0,55,273,5.0,4,hawaii,/cfb/players/john-lister-1,john-lister-1,2012
6,Jeremy Higgins,6,8,-32,-4.0,1,,,,,8,-32,-4.0,1,hawaii,/cfb/players/jeremy-higgins-1,jeremy-higgins-1,2012
7,Mike Edwards,12,5,18,3.6,0,,,,,5,18,3.6,0,hawaii,/cfb/players/mike-edwards-3,mike-edwards-3,2012
8,Scott Harding,12,4,-10,-2.5,0,20,321,16.1,2,24,311,13.0,2,hawaii,/cfb/players/scott-harding-1,scott-harding-1,2012
9,Bubba Poueu-Luna,7,1,36,36.0,0,,,,,1,36,36.0,0,hawaii,/cfb/players/bubba-poueu-luna-1,bubba-poueu-luna-1,2012
10,Jeremiah Ostrowski,11,1,4,4.0,0,27,270,10.0,1,28,274,9.8,1,hawaii,/cfb/players/jeremiah-ostrowski-1,jeremiah-ostrowski-1,2012
11,Cayman Shutter,9,1,4,4.0,0,,,,,1,4,4.0,0,hawaii,/cfb/players/cayman-shutter-1,cayman-shutter-1,2012
12,Trevor Davis,8,1,-1,-1.0,0,17,235,13.8,2,18,234,13.0,2,hawaii,/cfb/players/trevor-davis-1,trevor-davis-1,2012
13,Alex Dunnachie,9,1,-3,-3.0,0,,,,,1,-3,-3.0,0,hawaii,/cfb/players/alex-dunnachie-1,alex-dunnachie-1,2012
14,Billy Ray Stutzmann,10,,,,,35,447,12.8,0,35,447,12.8,0,hawaii,/cfb/players/billy-ray-stutzmann-1,billy-ray-stutzmann-1,2012
15,Chris Gant,11,,,,,22,232,10.5,3,22,232,10.5,3,hawaii,/cfb/players/chris-gant-1,chris-gant-1,2012
16,Ryan Hall,12,,,,,20,168,8.4,1,20,168,8.4,1,hawaii,/cfb/players/ryan-hall-1,ryan-hall-1,2012
17,Clark Evans,8,,,,,9,137,15.2,1,9,137,15.2,1,hawaii,/cfb/players/clark-evans-1,clark-evans-1,2012
18,Darius Bright,5,,,,,7,91,13.0,1,7,91,13.0,1,hawaii,/cfb/players/darius-bright-1,darius-bright-1,2012
